"Hace un año","Tienes de todo para comer y beber"
"Hace un año","Ambiente único"
"Hace 7 años","Lugar pintoresco que hay que visitar en Madrid"
"Hace 5 años","Un barrio auténtico del centro de Madrid"
"Hace 7 años","Zona para salir en la tarde-noches y tomar algo en los muchos bares del lugar."
"Hace 6 años","Multicultural...buen sitio para cañas y tapeo"
"Hace 5 años","Barrio encantador en el centro de Madrid"
"Hace 7 meses","Excelente"
"Hace 2 años","Encuentro con grandes músicos"
"Hace 7 años","al salir del metro te encuentras el teatro lo que da una buena imagen"
"Hace 6 años","La latina es una estación del servicio de metro de Madrid al lado de la calle Toledo en Madrid España"
"Hace un año","Siempre encuentras lo que necesitas. 😃😃…"
"Hace 5 años","Bajo nivel, depende lo que busques"
"Hace 6 años","Hay muchas terrazas en este lugar"
"Hace un año","Genial"
"Hace 4 años","El metro"
"Hace un año","Como toda estación de subte"
"Hace 3 años","Guapisimo el barrio"
"Hace un año","Teatro en madrid"
"Hace 2 años","Excelente lugar"
"Hace 9 meses","Excelente"
"Hace 6 años","Paseo por barrio la Latina y plaza mayor"
"Hace 2 años","Ya de vuelta... Que alegría"
"Hace 7 años","De las mejores zonas de madrid"
"Hace 3 años","Bonito"
"Hace 7 años","Una estación muy céntrica."
"Hace 2 años","Maravilloso!!"
"Hace 2 años","Es lo mejor"
"Hace 4 años","Mi metro,"
"Hace 3 años","El Madrid castizo"
"Hace 3 años","Una estación con historia"
"Hace 2 años","Experiencia maravillosa"
"Hace 8 años","Mañaneo!"
"Hace 8 años","buena ubicación"
"Hace 4 años","Hay que visitarlo 👍…"
"Hace 2 años","Sorprendente"
"Hace 7 años","Línea 5 de Metro"
"Hace 2 años","Excelente"
"Hace 6 años","Parada netro"
"Hace un año","Estupendo barrio en el centro de Madrid, con la línea verde en un par de paradas estás en Gran Vía. La estación está limpia (como casi todas las estaciones de Madrid) y suele estar llena de gente. Recomiendo visitar el barrio el domingo por la mañana y obtener indicaciones para llegar a ""El Rastro"", un mercado típico de Madrid que no debe perderse."
"Hace 2 años","Una de las estaciones de metro más antiguas de Madrid, creo que necesitaría sufrir alguna transformación como accesibilidad para sillas de ruedas con ascensor por su profundidad a la superficie."
"Hace un año","Gran lugar y lleno de gente. Calma por la noche. Recomiendo encarecidamente este lugar para la mayoría de opciones. Cine, cafetería, bares, discoteca y librerías. Todo lo que necesitas está aquí"
"Hace 6 años","Salida a un barrio animado con muchos bares y pequeños restaurantes..."
"Hace 4 años","Buena estación cerca de la Calle Cava Baja y El Rastro"
"Hace 5 años","Visitamos el domingo por la tarde y nos divertimos explorando el bullicioso mercado. Es un gran lugar para comprar recuerdos y anuncios similares. Definitivamente también hay gangas. Mi amigo compró una chaqueta de cuero de segunda mano realmente excelente por 15 euros. Hay músicos tocando y el ambiente es bueno."
"Hace 2 años","La Latina es un barrio muy bonito de noche. Las calles pequeñas dan un ambiente muy acogedor. También tiene muchos restaurantes pequeños que ofrecen excelente calidad de comida. Visita obligada."
"Hace un año","El mejor barrio de la ciudad. Muchas tiendas, restaurantes, bares de tapas. Lo mejor para jóvenes y mayores 👍👍👍…"
"Hace 4 años","Hay un mercado muy bueno los domingos que vale la pena visitar. Hay muchas cosas para comprar y hay espectáculos de arte callejero."
"Hace 2 años","Un lugar donde vivir el Madrid más local en una versión un poco más moderna."
"Hace 2 años","Amo madrid🇪🇦…"
"Hace 6 años","Parada recomendada para visitar los bares y discotecas por la noche y experimentar el verdadero Madrid."
"Hace 5 años","Es bastante profundo para llegar al metro. Hay largas escaleras mecánicas conectadas a algunas entradas (teatro, etc.) y hay unas escaleras al final. Vale la pena llevar la maleta."
"Hace 4 años","Barrio muy bonito y animado, bueno para salir."
"Hace 3 años","Mucha gente colorida y mestiza. Tiendas y restaurantes geniales. Mucha cultura."
"Hace un año","El domingo es super"
"Hace 2 años","Gran estación de metro Le falta un poco de limpieza"
"Hace un año","Buen lugar"
"Hace 5 años","Lugar increíble, gente increíble. Amando Madrid!!!"
"Hace 6 años","Bonito lugar..."
"Hace 6 años","Bonito lugar para ir de compras los domingos en Madrid."
"Hace 5 años","Muy cerca de la Plaza Mayor.  Vibraciones ocupadas y positivas."
"Hace 6 años","Bonitos azulejos en memoria de Liña Morgan"
"Hace 6 años","Me encanta estar en la Latina. Siempre agradable y todo."
"Hace 2 años",""
"Hace 2 años","Metro de Madrid"
"Hace 2 años",""
"Hace 7 años",""
"Hace 2 años",""
"Hace 5 años",""
"Hace 5 años","Arcos inusualmente altos"
"Hace 6 años","una buena estacion"
"Hace una semana",""
"Hace una semana",""
"Hace 2 meses",""
"Hace 2 meses",""
"Hace 3 meses",""
"Hace 4 meses",""
"Hace 5 meses",""
"Hace 6 meses",""
"Hace 8 meses",""
"Hace 9 meses",""
"Hace 10 meses",""
"Hace 10 meses",""
"Hace 10 meses",""
"Hace 10 meses",""
"Hace 11 meses",""
"Hace 11 meses",""
"Hace 11 meses",""
"Hace 11 meses",""
"Hace 11 meses",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace un año",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 2 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 3 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 4 años",""
"Hace 5 años",""
"Hace 5 años",""
"Hace 5 años",""
"Hace 5 años",""
"Hace 5 años",""
"Hace 5 años",""
"Hace 5 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 6 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 7 años",""
"Hace 8 años",""
"Hace 8 años",""
"Hace 8 años",""
"Hace 9 años",""
