"Un lavado de cara muy bonito, al menos en la zona de los vestíbulos (tornos nuevos, los accesos limpios y bien cuidados, la exposición a lo largo de las rampas de acceso muy interesante...) Lástima no haber podido bajar en el ascensor principal donde la réplica del templete que, por cierto, ha quedado espectacular.","","",""
"Calle viva a todas horas","","",""
"Zona mas centrica de Madrid imposible,lleno de gente, teatros ,mucha variedad de restaurantes y tiendas de lujo.todo bastante limpio,zona de turistas","","",""
"Adoro mi cuidad. Sobretodo cuando se une para luchar por los derechos mujeres 💜…","","",""
"Es un lugar excelente para pasear, ver aparadores, disfrutar de sus hermosas construcciones, ir a beber o comer algo, y también ir de compras. Se  divierte uno mucho. Es un paseo que no te puedes perder si vas a Madrid.","","",""
"Una de las avenidas más turísticas en Madrid.","","",""
"Me ha gustado está todo muy nuevo , tiene ascensor para metro y Renfe","","",""
"Esta estación nos deja en la Red de San Luis, cerca de la Fundación Telefónica, primer rascacielos de España.","","",""
"La Gran VIa es ideal para pasear por sus amplias aceras e ir de shopping. Hay multitud de restaurantes, cafeterías, teatros, cines. No falta de nada","","",""
"Centro de madrid Gran Vía un sitio para visitar majestuosa arquitectura en sus edificios ! Encontrarás las Mejores Marcas en Ropa, zapatos todo en general para verte hermos@","","",""
"Tiendas, todas las que quieras, primeras marcas y muchas más, cines, musicales, muchos sitios para comer o tomar algo, celebraciones de eventos en plaza Callao o plaza España.....edificios en su mayoría con tachadas muy bonitas y trabajadas, con bonitos balcones y tejados de cúpulas con estatuas, recuerdos del esplendor de esa vía, donde las mejores familias de entonces tenían su residencia","","",""
"Bellísima","","",""
"Es el ""Todo ""Madrid""  la arteria comercial por antonomasia de nuestra capital ,nuestro  mejor escaparate ,alli podras disfrutar de la mañana a la noche de un gran ambiente y sin salir de ella hacer tus compras degustar los platos mas tipicos acudir a su Casino o a uno de los musicales estelares del momento","","",""
"La estación de Metro continua cerrada durante muchos meses, las aceras son ideales para pasear aunque a tener un bordillo bajo los coches salpican agua a la acera cada vez que llueve las alcantarillas fueron tapadas con su ultima reforma siendo alcaldesa Manuela Carmena","","",""
"Imperdible para pasear, comprar, comer, ir a teatros, cines, vivir la ciudad! En la gran vía está todo. El corazón de Madrid. Lo único triste es que año a año se ve más gente durmiendo en la calle.","","",""
"Tiene 3 salidas a la superficie, bien comunicadas, 2 en la Gran Vía (Una justo al lado del edificio Telefónica y otro al McDonald's) y una en la calle montera. No tiene ascensores. La estación es antigua pero los vestíbulos son amplios.","","",""
"Me gusta muchísimo que han recreado la entrada que había antiguamente","","",""
"Estación de metro de la línea 1 y 5. La estación tras las obras de modernización que terminaron en 2021 ha quedado muy bien. Han construido un templete, recreando el que había en su época. El antiguo templete se sitúa en un pueblo de Galicia y esta en mal estado. Las obras de modernización fueron lentas porque se encontraron restos importantes tanto de la ciudad como del metro. Encontraron el viejo ascensor construido por Antonio Palacios. Tras estas obras se decidió que el metro albergara un museo donde se expusiera todos los restos hallados. El museo es gratuito y se sitúa en la segunda planta. Saliendo o entrando al metro se puede contemplar la pequeña exposición.","","",""
"No te aburres paseando por Gran Vía, lugar en el que encuentras siempre cosas que hacer y visitar, espacios en los que entrar y buenos sitios donde comer y beber.","","",""
"Es genial para caminar. He empezado por Chueca hasta llegar a Gran Vía y es fascinante la cantidad de cosas que se pueden encontrar en las diversas tiendas","","",""
"Una de las calles más grandes y características de Madrid, llena de tiendas, restaurantes y cines. Los edificios son realmente bonito y por fuera muy cuidados.","","",""
"La estación ha reabierto tras los trabajos de ""mejora"" de más de tres años. Han recuperado la idea original del templete de Antonio Palacios para el ascensor, que no el templete que está en Porriño, localidad natal de Palacios. Además han musealizado algunos de los restos arqueológicos que se han encontrado en las últimas reformas. Ahora tiene enlace con la estación de Cercanías de Sol pero no con la estación de metro de Sol, vete tú a saber la razón de este sinsentido.","","",""
"Te enamoras de Madrid por esta avenida llena de Historia Arte y vida!! Se te abren las puertas de los sueños hacia el futuro. Y mola la fuerza que te da. 🥰⚘❤…","","",""
"Intento enviar corrección a Google, pero no me deja por las opciones. Estación cerrada hasta abril de 2019.","","",""
"Me encanta un lugar en pleno centro de Madrid , sin duda cada vez que voy es un nuevo dia , su gente , sus calles y la vida que llena madrid de gente de otros paises","","",""
"Está cerrada hasta mediados de 2019 . Van a cambiar la accesibilidad para conectar la estación con el cercanías de Sol. No hace paradas . Puedes bajarte en Callao (líneas 3 y 5) o Sol (líneas 1 2 y 3) y recorrer la calle Montera para llegar a Gran Via","","",""
"Impresionante con la decoración navideña en el Naviluz","","",""
"caminar esta gran via cada vez ha sido una experiencia distinta y satisfactotia, su vida, alegria, luces, colores, diversidad son de esas cosas que se deben vivir, recomiendo recorrerla caminando para explorar cada lugar del recorrido","","",""
"Extremadamente mal,  que no se vigile el ascensor y se prohíba su uso a personas que no lo necesitan me parece inconcebible, 20 minutos a pleno sol esperando poder coger el ascensor con mi pareja que tiene movilidad reducida me parece una falta de respeto, debería estar controlado y su uso prohibido a personas que no lo necesitan, que bajen por las escaleras que para eso están, el ascensor es para la gente que lo necesita obligatoriamente.","","",""
"Magnífica avenida llena y repletas de tiendas y sitios donde picar algo siempre llena de gente llena de vida y de color un buen sitio para coger el impulso de la ciudad y tomar conciencia que es la capital de Madrid recomiendo pasear por esta avenida y enviarte de su magia","","",""
"Muy bonita adornada con la navidad pero muchísima gente","","",""
"Gran Vía es otro icono de la Ciudad de Madrid. Allí verás y encontrarás todo tipo de representaciones, locales variados y mucha pero mucha gente.","","",""
"Gran vía calle muy concurrida y agradable de recorrer en el centro de la ciudad de Madrid","","",""
"arteria principal repleta de comer y como mucha gente, podés caminar tranquilo hay policía por todos lados, eso sí tampoco seas un extravagante tentador para los chorros","","",""
"Preciosa cómo han dejado la estación de metro y más con la iluminación que se ve de noche. Si llegaste hasta aquí deja tu like, ;). Feliz día.","","",""
"Muy limpio.Mucha gente","","",""
"Ha cambiado con el paso de los años. Se agradece el menor tráfico de vehículos y que sea más peatonal. Sorprendido de ver el paso de cebra más grande de España.","","",""
"calles llenas de vida y con muchas cosas para hacer, perfecto para pasar el dia tranquilamente","","",""
"Hermosa 6 con gran variedad de establecimientos para visitar","","",""
"Una de las estaciones de metro más céntricas y turísticas de la ciudad, y lleva años cerrada por reformas. Diría que se echa de menos, pero ya ni se cuenta con ella. Por lo menos las paradas de alrededor están bastante cerca.","","",""
"La estación está cerrada hasta abril de 2019, pero Google sigue listándola tanto para ascender y descender del metro como para hacer correspondencias. No existe opción en Google Maps de ""cerrado temporariamente"". La he reportado como ""cerrado permanentemente"".","","",""
"IMPRESIONANTE MUSA DE CANCIONES, PINTURAS, PELÍCULAS. EMBLEMÁTICA Y MODERNA. SU NOMBRE ES SOLAMENTE DESDE1982. DESDE LA CALLE ALCALÁ A LA PLAZA ESPAÑA. ES DE LAS PRINCIPALES CALLES ESPAÑOLAS. LLENÁ DE COMERCIOS, OCIO Y TURISMO. ES UNA AMPLIA AVENIDA, CON MUCHA HISTORIA...DESDE CORRIDAS DE TOROS 1928. A 1862 CUANDO SE REMONTA... SUS COMIENZOS.SE INAUGURA 1924. YA CASI CON UN SIGLO DE HISTORIA.CON TANTAS EDIFICACIONES DE RENOMBRE. Y LLENA DE AZOTEAS QUE HACEN REALIDAD EL DICHO : ""DE MADRID AL CIELO"". #googlenewexpert #googleart #teampixel #localguidesconnect #letsguide #madrid 🇪🇸 #visitorinfluencer #madridcity #spaincity","","",""
"Un clásico de Madrid","","",""
"Una pasada. Han hecho un gran trabajo en la remodelación","","",""
"Es una zona muy transitada pero agradable,  con buenas terrazas para tomar algo","","",""
"Visitamos la tienda de Movistar en la Gran Vía, donde pudimos apreciar exposición de trofeos de la selección de España, Campeonato del Mundo 2008 y Eurocopa 2010. Y exhibición de behind scene 360° del Musical del obra Rey León !","","",""
"Excelente  via muy comercial","","",""
"Ver los comentarios de la gente expresando opiniones políticas en una ficha de Google es algo que no entenderé nunca. Al margen de eso, es la parada de metro habitual que cojo muchos días, y veo que últimanente está más limpia, lo cual es de agradecer.","","",""
"Cada fin de semana hay actividades en Gran vía. El centro de Madrid que no debes perder de conocer","","",""
"La estación está cerrada y eso afecta NEGATIVAMENTE a los trayectos recomendados por Google Maps. Por favor, quitadla hasta que terminen las obras. A día de hoy, diciembre de 2019, aún no hay fecha de finalización...","","",""
"Un ¡GRAN FOLLÓN! Gracias Sra Alcaldesa por complicarnos tanto la vida a todos - y además con el dinero de los contribuyentes. Es INCREÍBLE los que se está haciendo con tanta impunidad.","","",""
"Mi lugar favorito de Chueca,la atención de Robert,Carlos, Eduardo,Anthon,Jefferson y José son extraordinario❤️❤️❤️❤️ Volveré una vez más ✨Gracias chicos.","","",""
"Me encanto! Un lugar para visitar con una larga fila de tiendas de todos tipo.","","",""
"Estación de metro céntrica y bien comunicada en pleno centro de Madrid. Debería mejorar la accesibilidad a la estación y la limpieza de la misma. Deben reformarla.","","",""
"Que abran ya. Me parece excesivo tanto tiempo para “remodelar” una estación de metro. Además, seguro que cuando vuelvan abrir no habran hecho nada. Como otras veces. (Linea 1, 10, 6...","","",""
"Calle principal de Madrid muchos comercios, teatros y comida espectacular.","","",""
"Poned aire acondicionado en los metros. Que se os paga para dar unos servicios","","",""
"Estación de metro Gran Vía CERRADO hasta Abril 2019. Tomar en cuenta al viajar. Gran Vía train station CLOSED until April 2019. Bear in mind when traveling.","","",""
"Experiencia Única de belleza, entretenimiento, paseos, compras, facilidades de movilidad en metro y ómnibus, todo un lugar para un capricho, ésa es la Gran Vía","","",""
"Centro neuralgico de la ciudad. Mezcla de gentes. Comercial, bulliciosa. Zonas de ocio. Cines. Restauración. Teatros. Atascos. Para gente a la que le gusta la gente. Tiquismiquis abstenerse.","","",""
"Uno de esos lugares emblemáticos de Madrid, nace la calle Fuencarral, Montera y la Gran Vía en todo su esplendor","","",""
"Avenida espectacular, muchos comercios, edificios con arquitectura estupenda. Excelente para pasear, comer y pasar el día.","","",""
"La estación de metro de Gran Vía lleva cerrada por obras, desde el verano de 2018 y en Google Maps sigue apareciendo como operativa","","",""
"Madrid está muy bonito","","",""
"La segunda (o primera?) mejor zona de compras, fast food, copas, cines(con los protagonistas en vivo en los estrenos), musicales, centros comerciales, la plaza Callao que acoge muchos eventos, mas?😊…","","",""
"Que bonita estación","","",""
"Espectacular calle llenas de tiendas bares,hoteles, vamos para no aburrirte me encanto","","",""
"Buen ambiente. Aunque mucha gente","","",""
"La nueva estación de Metro de Gran Vía ha quedado muy moderna y bonita, con mucha facilidad de acceso a los usuarios.","","",""
"Buena zona para pasear, hacer fotos, ver a los artistas callejeros y comerse una hamburguesa en los 20000 establecimientos que rodean el metro 😁👍…","","",""
"La historia del Madrid moderno. Cines, teatros, tiendas. Pasearla es vivirla.","","",""
"Calle con bonitos edificios, bien conservados, con muchos comercios y aceras amplias para pasear.","","",""
"Calle con muchísimo ambiente. Merece la pena visitarla especialmente en navidad. Multitud de locales para comer algo o acudir a espectáculos.","","",""
"Súper lugar pintoresco por sus calles i su gente.. Amo Madrid.. Pd/ Calle GRAN VÍA","","",""
"Es la gran vía de Madrid, en pleno corazón de la capital española!","","",""
"Cada vez más bonita. La entrada nueva del metro es muy bonita","","",""
"Solo dos palabras GRAN VIA de Madrid, mamma mia, corazón latente de mi pueblo MADRID. Hoy en metro Gran Via en directo Piranha","","",""
"Muy bonita calle de madrid. Lugar que alberga la historia de toda España.","","",""
"Hermoso lugar icónico de la capital de España","","",""
"Hermoso lugar","","",""
"Años viviendo en Madrid, y todavía me conmuevo ante la belleza de la noche en Gran Vía","","",""
"Siempre me ha gustado Gran Vía, por su ambiente y tiendas.","","",""
"Buena Zona, Limpia, Concurrida, Una Ciudad que No Duerme, cada cuál en su Ambiente de Tranquilidad y Felicidad","","",""
"Desde que la arreglaron perfecta  !!!!","","",""
"Tras su reapertura,  es de las más modernas estaciones del metro de Madrid.","","",""
"La estación continúa cerrada por refacciones. Google Maps no la registra como cerrada y ofrece combinaciones con esta estación. Tengan esto en cuenta!","","",""
"Google debería corregir las rutas en metro, ya que Gran Vía permanecerá cerrada hasta mediados de 2019.","","",""
"Imperdible en Madrid... Siempre con buena energía.","","",""
"Solamente decir que nadie debería irse de este mundo sin pisar la Gran Vía madrileña.","","",""
"Una calle para pasear, comprar, comer..... Un placer recorrer esta arteria madrileña","","",""
"Metro gran vía muy amplia justo en el corazón de gran vía amplio y acceso a todas las zonas de esa avenida, por ahora en remodelacion","","",""
"Importante avenida. Muchas tiendas y negocios, oficinas y edificios comerciales y estatales.","","",""
"Edificios modernistas. Una zona para ver. Mucha gente","","",""
"bochornoso más de 3 años con una de las estaciones de Madrid más importantes, lamentable la gestión de la CAM","","",""
"Hermosísima","","",""
"Muchos locales para comprar. Ver obras de teatro. Cines y bares o restaurantes","","",""
"Se ve muy nueva, pero tiene un poco de lío en los trasbordos y conexiones ""asequibles""","","",""
"Un punto clave de Madrid, sería mejor si fuera peatonal, algún día...","","",""
"La gran calle de Madrid","","",""
"Preciosa, muy bonita la han dejado.","","",""
"Ojo porque la estación está CERRADA ahora mismo, aunque Google Maps la tome como abierta.","","",""
"Hermosa avenida con locales de primeras marcas y excelente atención","","",""
"La estacion de metro se encuentra cerrada hace mas de un año por reparaciones.","","",""
"Estación metro Gran Vía cerrado por obras","","",""
"Sitio emblemático de Madrid. Único en invierno y odioso en verano","","",""
"Espectacular la reforma que han hecho ✅","","",""
"Un lugar donde siempre encontrarás ambiente a cualquier hora del dia","","",""
"Buena obra de ingeniería que facilita el transporte","","",""
"Es muy centrica y te deja cerca de todos lados","","",""
"Conociendo la Gran Vía por primera vez.","","",""
"hermosa estacion de metro","","",""
"Gran sitio en el centro de Madrid.","","",""
"Estación de Metro muy transitada pero le falta más limpieza .","","",""
"Actualmente cerrada, deberían sacarla de las opciones de transporte en el maps","","",""
"Preciosa con Las luces en Navidad","","",""
"La tercera calle más importante de Europa","","",""
"Citio con una amplia variedad de ocio","","",""
"Muy agradable sitio","","",""
"De las calles con más encanto de Madrid","","",""
"Calle enorme y preciosa.","","",""
"Bien iluminada.","","",""
"Por aqui siempre hay gente","","",""
"De las calles más bonitas del mundo","","",""
"Buen sitio","","",""
"Con ganas de volver...","","",""
"Espectacular","","",""
"El paseo más metropolitano se encuentra en esta calle animada, amplia y monumental gracias a edificios al más puro estilo Gotham City. Mucha gente a todas horas del día, muchas luces y comercios, seguridad total gracias a la policía por todas partes. No te lo pierdas","Traducido por Google","・","Ver original (italiano)"
"Es mejor de lo que pensaba. Todo está cerca en esta calle, por lo que puedes caminar a varios lugares desde aquí, disfrutar de una buena comida, bebida y comprar.","Traducido por Google","・","Ver original (inglés)"
"Calle muy famosa de Madrid. Tiene buena arquitectura, vendedores ambulantes, tiendas, restaurantes y entretenimiento. Hay mucho que hacer allí. Gran parte (a febrero de 2024) está en proceso de renovación, pero el ambiente todavía está ahí y hay mucho por hacer. Algunas personas lo llaman el Broadway de Madrid, entiendo por qué. Tenga en cuenta que, al ser una zona turística, muchas cosas serán un poco más caras.","Traducido por Google","・","Ver original (inglés)"
"La región más conocida y concurrida de Madrid con muchos restaurantes y bares, muchas tiendas de souvenirs, grandes y famosas tiendas de diseñadores, cines, teatros y casinos. Es posible caminar a lo largo de toda la Gran Vía, que comienza en la calle de Alcalá y termina en la Plaza de España. Bellos edificios con una arquitectura que deja a cualquiera asombrado.","Traducido por Google","・","Ver original (portugués)"
"Es todo un espectáculo, pero estaba terriblemente lleno (un sábado por la noche) y no me sentí seguro en absoluto.","Traducido por Google","・","Ver original (húngaro)"
"Hay salidas de metro desde Gran Vía. Están rodeadas de belleza arquitectónica, hay muchos museos, centros culturales, restaurantes y cafeterías cerca de la estación, por ella pasan las líneas 1 y 5 del Metro.","Traducido por Google","・","Ver original (portugués)"
"El Metro de Madrid ofrece una experiencia de viaje notablemente positiva, combinando comodidad y eficiencia para residentes y visitantes de la ciudad. Un aspecto que destaca positivamente es la limpieza y mantenimiento de las estaciones y trenes. El Metro de Madrid está impecablemente mantenido, hasta el punto de que en muchas ocasiones supera en orden y limpieza a muchos otros lugares públicos. Esto ayuda a crear un ambiente agradable y confortable para los pasajeros, haciendo del viaje una experiencia más placentera. Otro punto fuerte es la puntualidad de los trenes. Los horarios se respetan estrictamente, lo que significa que los viajeros pueden confiar en que el Metro llegará a su destino de manera eficiente y sin retrasos inesperados. El sistema de precios es muy conveniente, especialmente para los viajeros frecuentes. El folleto de 10 viajes por sólo 6€ ofrece un importante ahorro respecto a la compra de billetes sencillos, convirtiendo el metro en una opción económica para moverse por la ciudad. Otra ventaja notable es el horario de atención ampliado. El Metro de Madrid comienza a funcionar a primera hora de la mañana y permanece operativo hasta altas horas de la noche. Esto significa que los viajeros pueden confiar en el metro para sus viajes incluso durante las primeras horas del día y de la noche, sin tener que preocuparse por buscar alternativas de transporte. Sin embargo, no todo es perfecto. Una desventaja es la congestión durante las horas pico, cuando las estaciones y los trenes pueden estar extremadamente llenos. Esto puede hacer que la experiencia sea menos cómoda para los pasajeros, especialmente si viajan con equipaje voluminoso.","Traducido por Google","・","Ver original (italiano)"
"Una vía enorme, de ahí su nombre Gran Vía. Con hermosos edificios con una arquitectura impresionante. Fácilmente nos ""perdemos"" en el tiempo admirándolos. ""Desemboca"" en una preciosa plaza, Cibeles. Hay muchas tiendas, souvenirs, comida, grandes marcas... Atendido por una estación de metro. Genial para caminar, mucha gente de diferentes culturas.","Traducido por Google","・","Ver original (portugués)"
"Preciosa avenida con decenas de tiendas y cafeterías.","Traducido por Google","・","Ver original (inglés)"
"Un pasaje de lujo a una ciudad maravillosa. Edificios de asombrosa belleza, tiendas de todo tipo; lugares hasta donde alcanza la vista.","Traducido por Google","・","Ver original (italiano)"
