Hace 3 años,"Con lo amplia que es la superficie y con todas las entradas que hay, no entiendo que no haya ascensor y facilidades para la gente con movilidad reducida... Deberían también empezar a poner dos ascensores, no es normal que la gente se quede sin transporte, porque haya un ascensor estropeado..."
Hace 6 años,"No tiene acceso para discapacitados,ni ascensores, ni escaleras mecánicas. Media limpia, media vieja,en fin ,nada que destacar más que es una estación muy importante por el lugar q se encuentra."
Hace 6 años,"Una estación sin nada especial. Rápido acceso al andén, limpio* y nivel de calor soportable. *Hay un problema con una fuga (o lo que sea) en el andén dirección ""casa de campo"" y ya están tardando en buscarle solución."
Hace 5 años,"Estación de metro muy vieja, no dispone de entrada discapacitados, tornos viejos, solo hay 3 para entrar 2 para salir. Limpieza muy regular. Me llegue a encontrar ratitas dando por las vías. Necesita una reforma está estación."
Hace 7 años,"Muy mala atención, conductora de la linea 109 no tenia cambio en la unidad y al pedir que esperara para cambiar suelto en un kiosko al lado, le cerro las puertas en la cara a mi marido, pedí por su ventanilla que me esperara porque ya tenia el cambio, me miró y me ignoró. Me parece muy falta de respeto, que poca educación. Esto fue en la parada de autobuses de ciudad lineal."
Hace un año,"Consejo para llegar a Juzgados, OCU, Multas, Ayuntamiento, etc. en la Calle Albarracín: -No salgas por la salida de la calle Albarracín. La calle Albarracín se interrumpe en el número 15, debido a la presencia de la fábrica Bosch, Por lo tanto, si te diriges a un número más alto (y ahorrarte unos pasos) , te recomiendo tomar la salida de García Noblejas  (tus pies te lo agradecerán ;-) ) -Toma la salida de García Noblejas y camina hasta la C/ Albasanz. Baja por la C/ Albasanz hasta encontrarte con la C/ Albarracín después de la fábrica Bosch. Limitaciones de accesibilidad en la estación: -La estación no cuenta con escaleras mecánicas ni ascensores. Conexiones de transporte en la estación: -Líneas de autobús urbano (EMT): 43, 88, 91, 104, 105, 109, 113 y N5 (nocturno). -Línea interurbana nocturna N203. Servicios disponibles en la estación: -Cobertura móvil. -Desfibrilador para emergencias médicas."
Hace 4 años,"La linea 5 la verdad que es algo lenta, pero esta estación tiene varias entradas y salidas, el metro esta bajando un pequeño tramo de escaleras, por mejorar seria el tema de escaleras mecánicas, dado que si mal no recuerdo no hay."
Hace 7 años,"Si la usais ir a comer al tapas 221 dentro del centro comercial. Os lo aconsejo. Comida del día, económico 10 € menú y rápidos."
Hace 4 años,"El centro comercial está bastante apagado con más chis locales cerrados, lo bueno es que  está bien comunicado y en el sótano tiene mercado tradicional y tienda de electrodomésticos"
Hace un año,Metro de la linea 5 de metro de Madrid. Sin mas. Barrio con mucha tienda y mucho movimiento
Hace 2 años,Un lugar muy bonito tranquilo y y con fácil acceso a todas las instalaciones me parece muy bien
Hace 2 años,"Buen sitio,buena zona de compras,gentes, bien situada,muchas tiendas y buen sitio para aparcamiento de silla de minusvalía"
Hace 7 meses,Buenas conexiones de bus y metro desde acá
Hace 4 años,"Metro de Madrid, ya sabemos lo que es y cómo funciona, un desastre. Además, sin accesos para personas con movilidad reducida... Muy siglo 21..."
Hace 3 años,📌 Tiene varias salidas.…
Hace un año,No hay acceso para personas con movilidad reducida
Hace 2 años,Todo tranquilo y limpio. Hay muchas tiendas comerciales y otros.
Hace 2 años,"Ha bajado mucho el nivel de comercios, mucho local cerrado"
Hace 5 meses,Buen lugar
Hace 7 años,La línea 77 funciona de maravilla. Pero misterios madrileños el viernes se pierde... no pasa ni pa coger impulso...
Hace 2 años,Caminando por mi barrio y me encuentro el oso del madroño 🐻 un guapísima réplica…
Hace un año,Bonito limpio su gente muy agradable zonas verdes
Hace 7 años,"La línea 113 es muy deficiente  tiene muchos viajeros funciona fatal temo el verano no funciona el aire acondicionado casi nunca  la espera de un bus a otro es infernal más de 20 minutos , vamos como obejas en redil  y asados es insoportable viajar en esta linea"
Hace 4 años,"Una estación de metro más, sin ascensor"
Hace un año,Es unas estación de Metro como otras.
Hace 6 años,Horrible atención. Empleados en los mostradores que no atienden. Filas interminables. Hasta 27 números delante.
Hace 2 años,Me gusta
Hace un año,Un barrio hermoso
Hace 2 años,Normal un poco viejo
Hace 2 años,Variedad bares y comercios.
Hace 4 años,Estación de metro de la linea 5 con conexión  a autobuses interurbanos.
Hace un año,Llegué tarde al sitio..
Hace 7 años,Ambiente bastante anticuado y triste dentro del andén.
Hace 6 años,M gustaría música clásica líneas metro  gracias
Hace un año,Excelente
Hace 2 años,est algo sucio
Hace un año,Muy bonita
Hace 4 años,Es. Mi. Estacion de. Metro. Preferida
Hace 8 años,Una estación sin nada de particular.
Hace 2 años,No está mal
Hace un año,Lugar céntrico
Hace un año,Una estación al uso
Hace un año,Perfecto..
Hace 4 años,Sitio de paso
Hace 7 años,Sin más
Hace 2 años,Maravilloso
Hace 4 años,Un bar normal
Hace 7 años,Buena
Hace 7 años,El corazón del barrio
Hace 7 años,Cobertura movil
Hace 7 meses,Muchas escaleras para bajar y no hay ascensor ni escaleras mecánicas para las maletas pesadas.
Hace 3 años,"Gran lugar en todos los sentidos. Tuve que tomar esta estación de metro para llegar a mi hotel a fines de 2018. Hay gente maravillosa para ser honestos y justos. Ambos: el encargado de seguridad y el resto del personal hicieron todo lo posible para ayudarme, aunque no podían hablar mucho inglés. Sé pocas palabras en español, así que pude manejarlas. Realmente no puedo olvidar su increíble excelente servicio. Un gran respeto para ambos. Sólo hubo un problema de señal de Wi-Fi. Por eso me resultó difícil conseguir acceso a Internet para mostrarles mi destino. Por suerte había unos chicos arriba tomando unas copas en una cafetería que me dieron la dirección de mi hotel. Lo triste fue que pasé sólo una noche en la hermosa ciudad de Madrid. Deseo volver allí antes en el futuro próximo."
Hace 6 meses,esta todo bien
Hace un año,estación de metro limpia con fácil acceso a las líneas...
Hace 3 años,"Buen lugar hermoso con muchos temas, etc."
Hace 7 años,Tranquilo y buen aire...
Hace 6 años,bonita
Hace 7 años,El lugar tranquilo es agradable.
hace un día,
Hace 7 meses,
Hace 8 meses,
Hace 11 meses,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace un año,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 2 años,
Hace 3 años,
Hace 3 años,
Hace 3 años,
Hace 3 años,
Hace 3 años,
Hace 4 años,
Hace 4 años,
Hace 4 años,
Hace 5 años,
Hace 6 años,
Hace 6 años,
Hace 6 años,
Hace 6 años,
Hace 6 años,
Hace 6 años,
Hace 6 años,
Hace 6 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 7 años,
Hace 8 años,
Hace 8 años,
