OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Me intentaron robar el bolso y estaba el seguridad gracias al cielo, si no es por el se lo llevn y a mi detras.","Me intentaron robar el estaba y no el seguridad gracias al cielo, si bolso es por el se lo llevn y a mi detras.",0.9919313,1.0
"La estación de Metro Sur de Alonso de Mendoza fue inagurada el 11 de abril de 2003. Presta servicio la Linea 12 (Verde oscuro). La estación se encuentra en la intersección de la Calle Ferrocarril con Calle El Greco en el municipio de Getafe. Esta estación se encuentra junto a la autovía A42 y dispone de un amplio aparcamiento en sus alrededores para dejar el coche y acceder al metro.","La encuentra de Metro Sur de autovía de Mendoza al inagurada el 11 de abril de municipio Presta servicio la Linea 12 (Verde oscuro). La estación se estación en la intersección de la Calle Ferrocarril con Calle El Greco en el 2003. de dejar Esta estación se encuentra junto a la Alonso A42 y dispone de un amplio coche en sus alrededores para Getafe. el aparcamiento y fue acceder metro.",0.98460925,1.0
"Bien","Bien",1.0000002,1.0
"Los músicos que tocan / cantan en el interior de la estación.... el volumen de los altavoces y sus micrófonos a veces es ensordecedor. ¿Metro no controla eso?","Los músicos que tocan / cantan en el estación.... de la es el volumen de los altavoces y sus micrófonos a veces interior ensordecedor. ¿Metro no controla eso?",0.9956724,1.0
"No hay acceso con silla de ruedas aunque la información en Google Maps diga que sí. He intentado editarlo pero no funciona.","No hay ruedas con silla de acceso aunque la información en Google Maps diga que He sí. intentado editarlo pero no funciona.",0.99117637,1.0
"Podrá ser funcional, ancha e intercambiadora con otras líneas, pero la de escaleras que hay que subir desde la línea 10 hasta la calle... ¡Tiene delito! La vez que lo hice por primera con mi padre y con mi hermano, contamos hasta 8 pisos girando 360º. Y sin ascensor ni mecánicas...","línea ser ¡Tiene ancha e hice con otras líneas, pero la de escaleras que hay que subir desde la Podrá 10 hasta la calle... funcional, delito! La vez que lo intercambiadora por primera con mi padre y con mi hermano, contamos hasta 8 pisos girando 360º. Y sin ascensor ni mecánicas...",0.99177617,1.0
"No tiene acceso para las personas con movilidad reducida, pero en cambio tienen una puerta para personas con silla de ruedas que se abre pero luego no hay ascensores para ellos.","No tiene acceso para las no con movilidad ruedas pero en cambio personas una puerta para personas con silla de reducida, que se abre pero luego tienen hay ascensores para ellos.",0.9811152,1.0
"No hay ascensor. Las escaleras  mecánicas  está  muy a menudo estropeadas o en mantenimiento. El acceso desde la calle es sólo  mediante  escaleras,  difícil con un carrito  de bebé  o con maletas.","No hay ascensor. Las mecánicas está escaleras muy a maletas. estropeadas o en mantenimiento. El acceso desde la calle es sólo mediante escaleras, difícil con un carrito de bebé o con menudo",0.9896264,1.0
"Las escaleras siempre estropeadas desde hace más de 3 años","Las hace siempre estropeadas desde escaleras más de 3 años",0.991788,1.0
"ATENCIÓN!! Salida de metro infestada de CAPTADORES!! Se recomienda actuar como si hicieras una llamada en caso de que no tengas huevos a mandarles a la mierda, no es fácil deshacerte de ellos educadamente, son listos y numerosos","ATENCIÓN!! Salida de metro infestada de CAPTADORES!! Se mierda, actuar como si hicieras una llamada en caso de que no listos huevos a mandarles a la recomienda no es deshacerte fácil de ellos educadamente, son tengas y numerosos",0.99562585,1.0
"Es una de las estaciones peor adaptadas. No tiene ascensor y hay muchas escaleras. Con frecuencia las escaleras mecánicas estas estropeadas. Esta vieja y actualmente en reformas..... A ver si solucionan algo.....","Es una de las estaciones peor No adaptadas. tiene hay y ascensor muchas escaleras. Con frecuencia las mecánicas escaleras estas estropeadas. Esta vieja y actualmente en reformas..... A ver si solucionan algo.....",0.995371,1.0
"Alonso Martínez es una estación del servicio de metro de Madrid línea 4 5 y 10 en el barrio Castellana bajo tierra pasa la línea C3 C4 de cercanías RENFE la estación de metro se encuentra en la plaza Alonso Martínez y plaza santa Bárbara en Madrid España","Alonso del es una estación Martínez servicio de metro de Madrid línea 4 5 y C4 en el Bárbara Castellana bajo tierra pasa la línea C3 plaza de cercanías RENFE la estación de metro se encuentra en la 10 Alonso Martínez y plaza santa barrio en Madrid España",0.9906762,1.0
"Metro con líneas 4,5 y 10. A los alrededores hay muchas opciones para comer","Metro con líneas 4,5 y 10. A los opciones hay muchas alrededores para comer",0.99700356,1.0
"Bien","Bien",1.0000002,1.0
"Sector muy agradable comodidad seguridad calidez de su personal","muy Sector agradable comodidad seguridad calidez de su personal",0.98066926,1.0
"Buena estación de metro con múltiples salidas a calle.","Buena salidas de metro con múltiples estación a calle.",0.99526286,1.0
"Estación de metro de la linea 5 con conexión con las lineas L 4 y L10 del metro de Madrid.","Estación de metro de la linea 5 con conexión con las del L L10 y 4 lineas metro de Madrid.",0.9952173,1.0
"No tiene acceso para sillas de ruedas.","No tiene sillas para acceso de ruedas.",0.9965468,1.0
"Esta parada pertenece a las líneas antiguas de metro de Madrid","Esta parada pertenece a las líneas metro de antiguas de Madrid",0.99677145,1.0
"Limpio e indicaciones claras.","indicaciones e Limpio claras.",0.9898752,1.0
"Bonita","Bonita",1.0,1.0
"Fenomenal","Fenomenal",1.0,1.0
"Excelente estación","estación Excelente",0.9910705,1.0
"Enchufes y bien comunicado","bien y Enchufes comunicado",0.9887251,1.0
"Lugar emblemático","emblemático Lugar",0.9912191,1.0
"Cerrado !  : (","Cerrado ! ( :",0.9586412,1.0
"Estación de metro normal","normal de metro Estación",0.99016607,1.0
"Buena infraestructura.","infraestructura. Buena",0.9624511,1.0
"Estación de metro de la línea 2, saliendo de la estación te encuentras el centro comercial las rosas donde hay diversas tiendas y carrefour,dispone de aparcamiento y zonas recreativas","Estación de metro de la línea 2, saliendo de la comercial te encuentras el centro estación las rosas donde diversas hay tiendas y carrefour,dispone de aparcamiento y zonas recreativas",0.9979541,1.0
"Excelente","Excelente",1.0,1.0
"Muy bien mantenida. Muy transitada y el personal de atención al público muy colaborador.","Muy bien mantenida. Muy transitada y el público de atención al personal muy colaborador.",0.99769384,1.0
"Bien mantenido.","mantenido. Bien",0.9786489,1.0
"Fenomenal","Fenomenal",1.0,1.0
"Estacion nueva Acceso universal Tornos antiguos Escaleras mecánicas.","Estacion nueva Acceso universal antiguos Tornos Escaleras mecánicas.",0.99595225,1.0
"Una buena estación de metro!!!","Una estación buena de metro!!!",0.99561286,1.0
"Estación de metro línea 1, la estación más vieja del metro de Madrid, perfectamente conectada con las estaciones más céntricas de la ciudad.","vieja de metro línea 1, la conectada más Estación del metro de Madrid, perfectamente estación con las estaciones más céntricas de la ciudad.",0.9897178,1.0
"Buena comunicación con el transporte público Metro (L1) Emt (143 ,57,58,103)","Buena comunicación con el transporte público (L1) Metro Emt (143 ,57,58,103)",0.99566543,1.0
"Vestíbulo ancho. Muy chulo el vagón antiguo que está expuesto","Vestíbulo ancho. Muy vagón el chulo antiguo que está expuesto",0.9973337,1.0
"Estación moderna y asistida por personal","Estación personal y asistida por moderna",0.99373084,1.0
"Muy bonito el lugar","bonito Muy el lugar",0.9958484,1.0
"Podría estar mejor","mejor estar Podría",0.9911041,1.0
"Huele a vómito.","vómito. a Huele",0.9665346,1.0
"De acuerdo","De acuerdo",1.0,1.0
"Excelente metro.","metro. Excelente",0.9524397,1.0
"Si no conoces la zona, la entrada al cercanías apenas se ve y no está señalizada muy allá. La estación es bastante antigua, aunque suele estar siempre limpia. Los trenes de esta línea casi siempre funcionan bien. No hay ni ascensor ni acceso para gente con discapacidad","Si siempre conoces la zona, la entrada al no apenas se ve y gente está señalizada muy allá. La estación No bastante antigua, aunque suele estar cercanías limpia. Los trenes de esta línea casi siempre funcionan bien. es hay ni ascensor ni acceso para no con discapacidad",0.97908604,1.0
"Excelente intercambiador de ferrocarril a metro o buses urbanos o interurbanos . Gran estación en si ,que posee alrededor restauración y cerca del carrefour de aluche .","carrefour intercambiador de ferrocarril a metro o buses urbanos o interurbanos . cerca estación en si ,que posee alrededor restauración y Gran del Excelente de aluche .",0.9915817,1.0
"Esta bien","Esta bien",0.9999999,1.0
"Una estación de metro bastante concurrida de lunes a viernes, una de las pocas estaciones de metro al aire libre. Buenas tiendas en el interior por si necesitas algo de comida. También hay una estación de cercanías en la plaza, donde en navidades se ponían puestos artesanales.","Una navidades de puestos bastante tiendas de lunes a estación una de las pocas estaciones de metro al aire libre. Buenas concurrida en el interior por si necesitas algo de comida. También hay una estación de cercanías en la plaza, donde en viernes, se ponían metro artesanales.",0.9838604,1.0
"Acabo de pasar por taquilla para solicitar 1 billete con título zona A, para Guadalajara y estando 2 interventores o señores en taquilla, me dice el más próximo a ventanilla, que no me lo puede dar en ese momento porque está cerrado. Le pregunto y me indica que bajarme en atocha. Y yo me digo, tengo que perder mi tiempo en bajar en atocha, quizás mi tren. Para qué se promociona un servicio que no facilita el transporte publico. Muchas máquinas, pero ninguna adaptada para poder sacar este tipo de billetes. He llegado a atocha y he tenido que dejar mi tren para no montarme sin billete. Esto a qué puede llevar ?","Acabo de pasar por tenido para está tipo publico. con título zona A, para Guadalajara y estando 2 interventores o señores en billete. me dice el más próximo a solicitar que no me lo puede tren. en ese momento porque ventanilla, cerrado. Le pregunto y me indica que bajarme en atocha. Y yo me digo, tengo que perder mi tiempo en máquinas, en atocha, bajar mi billetes. Para qué se promociona un servicio que no facilita el transporte billete Muchas quizás pero ninguna adaptada para poder sacar este tren de dar He llegado a atocha y he taquilla que dejar mi 1 para no montarme sin taquilla, Esto a qué puede llevar ?",0.98029876,1.0
"Le doy 3 estrellas 1° estrella:su comunicacion En cercanias en menos de 10 min te has plantado en Atocha En metro esta bien comunicado 2° estrella:su limpieza esta muy bien 3° estrella:puedes tomar un desayuno mientras viene el tren -1 estrella:No tiene acceso para anciano con problemas o con personas con movilidad reducida -1 estrella: es dificil ver desde meteo donde queda el cercanias esta mal señalado","Le doy 3 estrellas 1° estrella:su comunicado En cercanias en menos de min 10 te has plantado en Atocha En metro esta acceso comunicacion 2° estrella:su limpieza esta 3° bien reducida estrella:puedes tomar un desayuno mientras viene el tren -1 estrella:No tiene bien para personas con problemas o con anciano con movilidad muy -1 estrella: es dificil ver desde meteo donde queda el cercanias esta mal señalado",0.9924304,1.0
"Muy buena","buena Muy",0.9821554,1.0
"Una estación del metro segura y muy limpia","Una estación del metro muy y segura limpia",0.99666,1.0
"La estación  Renfe de Aluche huele fuertemente a cloaca.. todos los días   por favor aplicar una solución","La favor Renfe de Aluche huele fuertemente a cloaca.. todos los días por estación aplicar una solución",0.9881982,1.0
"Buena comunicación entre metro y cercanías, la pena es que los autobuses no gocen de las mismas facilidades y no estén bien señalizados","Buena comunicación entre metro y cercanías, la facilidades es que los autobuses no gocen de las pena mismas y no estén bien señalizados",0.99673384,1.0
"Util, rapido y bien señalizado.","bien rapido y Util, señalizado.",0.9800851,1.0
"Zona bastante amplia, sin aglomeración.","Zona amplia, bastante sin aglomeración.",0.9939255,1.0
"Bonita y espaciosa estación de Metro aérea, abierta y techada.","Bonita y techada. estación de Metro aérea, abierta y espaciosa",0.99279976,1.0
"El buen caffe de la estación de aluche!","El estación caffe de la buen de aluche!",0.9931859,1.0
"Bien.","Bien.",0.99999994,1.0
"Me encanta","Me encanta",1.0000001,1.0
"Buena","Buena",1.0,1.0
"Bonita estación con muchos autobuses que conectan afuera. La estación en sí tiene algunas cafeterías y lugares debajo. Bastante abierto y limpio","Bonita estación con muchos autobuses que cafeterías Bastante La estación en sí tiene algunas conectan y lugares debajo. afuera. abierto y limpio",0.986627,1.0
"Normal","Normal",0.9999999,1.0
"Muy bien....","bien.... Muy",0.9858449,1.0
"Limpio y cómodo.","cómodo. y Limpio",0.9811616,1.0
"Estación de Metro un tanto antigua, penúltima antes de llegar al nudo de Cuatro Caminos por la Línea 1. Solo te conduce a las Estaciones al norte de la Línea 1 y al sur a Cuatro Caminos y siguientes de la Línea 1. Necesita una renovación.","Necesita de Metro un tanto antigua, penúltima 1. de llegar al nudo de Cuatro Caminos por la sur antes Solo te siguientes a las Estaciones al norte de la Línea 1 y al Línea a Cuatro Caminos y conduce de la Línea 1. Estación una renovación.",0.98731995,1.0
"Estación un poco anticuada, pero al menos es bien sencilla","Estación un menos anticuada, pero al poco es bien sencilla",0.9973154,1.0
"Hacia mucho q no cogida el metro... Rápido y como siempre con mucha gente","Hacia mucho q no siempre el metro... Rápido y como cogida con mucha gente",0.99643284,1.0
"Una estación conveniente con solo dos salidas, que se encuentran en lados opuestos de la carretera. Por eso no da miedo cometer un error. Hay todo lo que necesitas en la calle.","Una lados conveniente con solo dos salidas, que se encuentran en estación opuestos de la carretera. Por eso no da miedo cometer un error. Hay todo lo que necesitas en la calle.",0.9941492,1.0
"BIEN","BIEN",1.0000002,1.0
"Estación pequeña, poco transitada diría aunque con buena iluminación nocturna, me hubiera gustado que tuviese más comunicación con otras estaciones importantes del metro de Madrid.","Estación pequeña, poco transitada diría aunque con buena otras nocturna, me hubiera gustado que tuviese más comunicación con iluminación importantes estaciones del metro de Madrid.",0.9968916,1.0
"Lento, lentísimo y fines de semana muy pocos, mucha espera","Lento, lentísimo y fines de semana muy mucha pocos, espera",0.99711704,1.0
"Buena","Buena",1.0,1.0
"Buena","Buena",1.0,1.0
"Estación de metro que pertenece a la línea 1. Estación antigua con vestíbulo pequeño. No dispone de ascensores, pero si tiene cobertura móvil. Tiene varios accesos a la calle.","cobertura de metro que pertenece a la línea 1. Estación pequeño. con vestíbulo antigua No dispone de ascensores, pero si tiene Estación móvil. Tiene varios accesos a la calle.",0.9906989,1.0
"Estación no preparada para viajar con equipaje. Largas escaleras. Tornos pequeños. Hay que saber muy bien de antemano por qué boca te interesa salir.","Estación no preparada para viajar con equipaje. Largas escaleras. Tornos pequeños. Hay que saber bien muy de antemano por qué interesa te boca salir.",0.9979676,1.0
"Una estación antigua, no preparada para minusválidos, el barrio merece la pena, muy centrico","Una estación no antigua, preparada para minusválidos, el barrio merece la pena, muy centrico",0.99536747,1.0
"Una estación de las antiguas y muy concurrida","Una estación de las antiguas y concurrida muy",0.99689597,1.0
"Muchas escaleras para poder salir. No me ha gustado nada","Muchas escaleras para poder No salir. me ha gustado nada",0.9971593,1.0
"Fácil de entender y pequeña","Fácil de pequeña y entender",0.9960327,1.0
"Todo normal","normal Todo",0.9745655,1.0
"Para nada moderna","Para nada moderna",1.0,1.0
"Super buen","buen Super",0.9778502,1.0
"Una estación de metro más.","Una más. de metro estación",0.987698,1.0
"Estación de metro decente ubicada en un barrio animado","Estación de barrio decente ubicada en un metro animado",0.98892975,1.0
"Estación de níquel limpio","Estación de limpio níquel",0.9940382,1.0
"Relativamente nuevo, amplio y de color !!…","Relativamente color amplio y de nuevo, !!…",0.9863893,1.0
"Limpio y rápido.Por ponerle un pero.....pero por qué no hay wifi,siendo una de la lineas de metro más nuevas??…","Limpio y rápido.Por ponerle un más por qué no hay wifi,siendo una de la lineas de metro pero.....pero nuevas??…",0.9929215,1.0
"Una de las estaciones más limpias de Madrid!","Una de las estaciones limpias más de Madrid!",0.99629027,1.0
"No es de las estaciones más modernas, pero sí muy necesaria en esta parte de la ciudad.","es No de las estaciones más modernas, pero sí muy necesaria en esta parte de la ciudad.",0.99906105,1.0
"Conductor de metro ligero , parada Antonio Saura, muy mal fatal,en la puerta de metro y no abrió,  gracias","Conductor de metro ligero , parada Antonio Saura, muy mal gracias la puerta de metro y no abrió, fatal,en",0.99631685,1.0
