"yC3ZMb href","Vpc5Fe","GSM50","enjdgf","enjdgf 2","KgoSse href","y3Ibjb","OA1nbd"
"https://www.google.com/maps/contrib/109442072247611497196/reviews?hl=es","Norma Somoza","76 reseñas1 foto","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNwcXQzVXpRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNwcXQzVXpRRRItChZDSUhNMG9nS0VJQ0FnSUNwcXQzVUxREhNDZ3dJeGVta3BnWVFxTmE3clFFGi4KF0NJSE0wb2dLRUlDQWdJQ3BxdDNVclFFEhNDZ3dJeGVta3BnWVFxTmE3clFFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0l4ZW1rcGdZUXFOYTdyUUU&wv=1&d=286732336&gsas=1","Hace un año","Hermoso florido ideal para vivir en flia"
"https://www.google.com/maps/contrib/110913766183817116384/reviews?hl=es","Blacky. (Blacki.)","Local Guide405 reseñas36935 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUMtMHQ3emVnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUMtMHQ3emVnEi0KF0NJSE0wb2dLRUlDQWdJQy0wdDd6LWdFEhJDZ3NJLV8zOW1nWVF3SXp6ZUEaLAoWQ0lITTBvZ0tFSUNBZ0lDLTB0N3pCZxISQ2dzSS1fMzltZ1lRd0l6emVBIhIJAAAAAAAAAAARyuMLGG_ou6AqEkNnc0ktXzM5bWdZUXdJenplQQ&wv=1&d=286732336&gsas=1","Hace un año","Un buen sitio para hacer deporte y pasear."
"https://www.google.com/maps/contrib/107789420549178233077/reviews?hl=es","Maria Hermira Diaz","5 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUN1ekp6U0VnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUN1ekp6U0VnEi4KF0NJSE0wb2dLRUlDQWdJQ3V6SnpTa2dFEhNDZ3dJNTR2cmxnWVF1SWY5MmdNGi0KFkNJSE0wb2dLRUlDQWdJQ3V6SnpTVWcSE0Nnd0k1NHZybGdZUXVJZjkyZ00iEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3STU0dnJsZ1lRdUlmOTJnTQ&wv=1&d=286732336&gsas=1","Hace 2 años","El metro está bien lo que pasa es que en Google no ponen la calle que es"
"https://www.google.com/maps/contrib/114147664481966764055/reviews?hl=es","J","Local Guide117 reseñas934 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNnMXNpRm1BRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNnMXNpRm1BRRItChZDSUhNMG9nS0VJQ0FnSUNnMXNpRldBEhNDZ3dJa1A3cXpRVVF3T3U4M2dJGi4KF0NJSE0wb2dLRUlDQWdJQ2cxc2lGMkFFEhNDZ3dJa1A3cXpRVVF3T3U4M2dJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lrUDdxelFVUXdPdTgzZ0k&wv=1&d=286732336&gsas=1","Hace 7 años","Un barrio con mucha vida y más ahora con el Wanda. Muchos bares, etc."
"https://www.google.com/maps/contrib/104564052754590155081/reviews?hl=es","Diego Diaz","Local Guide244 reseñas168 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURJdExqcUZnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURJdExqcUZnEi0KFkNJSE0wb2dLRUlDQWdJREl0TGp4S2cSE0Nnd0kwYXotNEFVUWg4dW0wZ00aLgoXQ0lITTBvZ0tFSUNBZ0lESXRManFsZ0USE0Nnd0kwYXotNEFVUWdKNzU5UUkiEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3STBhei00QVVRaDh1bTBnTQ&wv=1&d=286732336&gsas=1","Hace 5 años","Espaciosa.moderna...y con muy buen acceso.salida entrada...."
"https://www.google.com/maps/contrib/102461719575817744879/reviews?hl=es","Antonio Paterna Benito","Local Guide19 reseñas1 foto","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNBcXRtOHZBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNBcXRtOHZBRRItChZDSUhNMG9nS0VJQ0FnSUNBcXRtOGZBEhNDZ3dJcHRYODFnVVFnTzZkOGdFGi4KF0NJSE0wb2dLRUlDQWdJQ0FxdG04X0FFEhNDZ3dJcHRYODFnVVFnTzZkOGdFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lwdFg4MWdVUWdPNmQ4Z0U&wv=1&d=286732336&gsas=1","Hace 6 años","Cumple su función para el día a día , cuando hay partidos se colapsa."
"https://www.google.com/maps/contrib/111243313128307820006/reviews?hl=es","Adolfo Sánchez","Local Guide42 reseñas24 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNRNHFLSVFREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNRNHFLSVFREi4KF0NJSE0wb2dLRUlDQWdJQ1E0cUtJd1FFEhNDZ3dJdFl6OXh3VVFnTU9YMmdJGi0KFkNJSE0wb2dLRUlDQWdJQ1E0cUtJSVESE0Nnd0l0WXo5eHdVUWdNT1gyZ0kiEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3SXRZejl4d1VRZ01PWDJnSQ&wv=1&d=286732336&gsas=1","Hace 7 años","Una estación amplia y con muy buenos accesos."
"https://www.google.com/maps/contrib/100394505979269807228/reviews?hl=es","Rafael Diaz Moreno","Local Guide177 reseñas27 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNRbExfWHB3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNRbExfWHB3RRItChZDSUhNMG9nS0VJQ0FnSUNRbExfWFp3EhNDZ3dJcFBUVTBRVVF3SzdDeEFNGi4KF0NJSE0wb2dLRUlDQWdJQ1FsTF9YNXdFEhNDZ3dJcFBUVTBRVVF3SzdDeEFNIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lwUFRVMFFVUXdLN0N4QU0&wv=1&d=286732336&gsas=1","Hace 6 años","Los tres van bien pero la estación es pequeña"
"https://www.google.com/maps/contrib/105141884349200170360/reviews?hl=es","Jota Saez","Local Guide562 reseñas2059 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNZNklMV25BRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNZNklMV25BRRIuChdDSUhNMG9nS0VJQ0FnSUNZNklLRmlRRRITQ2d3SWhjQ0U1UVVRZ01lSDBRSRotChZDSUhNMG9nS0VJQ0FnSUNZNklMV1hBEhNDZ3dJaE1DRTVRVVE0SVdmcmdNIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0loY0NFNVFVUWdNZUgwUUk&wv=1&d=286732336&gsas=1","Hace 5 años","Agradable y nuevo barrio al este de la ciudad"
"https://www.google.com/maps/contrib/112733885564089858636/reviews?hl=es","Vicky salas","Local Guide52 reseñas913 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURnbk5HZVVnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURnbk5HZVVnEi4KF0NJSE0wb2dLRUlDQWdJRGduTkdlMGdFEhNDZ3dJeUtPTHlRVVF3S19laGdJGi0KFkNJSE0wb2dLRUlDQWdJRGduTkdlTWcSE0Nnd0l5S09MeVFVUXdLX2VoZ0kiEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3SXlLT0x5UVVRd0tfZWhnSQ&wv=1&d=286732336&gsas=1","Hace 7 años","Un barrio que crece según las necesidades de sus habitantes."
"https://www.google.com/maps/contrib/103284876914672591863/reviews?hl=es","Food Love","Local Guide76 reseñas2 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURobmZ1T1RBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURobmZ1T1RBEi4KF0NJSE0wb2dLRUlDQWdJRGhuZnVPekFFEhNDZ3dJZ0k3SG9BWVF5TXZob2dJGi0KFkNJSE0wb2dLRUlDQWdJRGhuZnVPTEESE0Nnd0lnSTdIb0FZUXlNdmhvZ0kiEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3SWdJN0hvQVlReU12aG9nSQ&wv=1&d=286732336&gsas=1","Hace un año","Una parada sin mas"
"https://www.google.com/maps/contrib/108305085095769213799/reviews?hl=es","Vicente valdeolivas martin","8 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURnN05xUU5nEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURnN05xUU5nEi4KF0NJSE0wb2dLRUlDQWdJRGc3TnFRdGdFEhNDZ3dJaE1MRHhnVVF3TDJzb3dJGi0KFkNJSE0wb2dLRUlDQWdJRGc3TnFRZGcSE0Nnd0loTUxEeGdVUXdMMnNvd0kiEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3SWhNTER4Z1VRd0wyc293SQ&wv=1&d=286732336&gsas=1","Hace 7 años","Información necesaria para quien no conoce el lugar."
"https://www.google.com/maps/contrib/103295599751142415928/reviews?hl=es","Juan Go","Local Guide19 reseñas","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURteHREYjBRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURteHREYjBRRRItChZDSUhNMG9nS0VJQ0FnSURteHREYk1REhNDZ3dJaGRqRmp3WVE2UDdlaFFJGi4KF0NJSE0wb2dLRUlDQWdJRG14dERic1FFEhNDZ3dJaGRqRmp3WVE2UDdlaFFJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0loZGpGandZUTZQN2VoUUk&wv=1&d=286732336&gsas=1","Hace 2 años","Buenas instalaciones."
"https://www.google.com/maps/contrib/106401561402884984832/reviews?hl=es","Arturo Vargas","Local Guide24 reseñas260 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNpbUxUQjFBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNpbUxUQjFBRRItChZDSUhNMG9nS0VJQ0FnSUNpbUxUQk5BEhNDZ3dJMkpHN19BVVFxS2JlOXdJGi4KF0NJSE0wb2dLRUlDQWdJQ2ltTFRCdEFFEhNDZ3dJMkpHN19BVVFxS2JlOXdJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0kySkc3X0FVUXFLYmU5d0k&wv=1&d=286732336&gsas=1","Hace 3 años","Muy bonito"
"https://www.google.com/maps/contrib/112200507540143236784/reviews?hl=es","Esther","Local Guide78 reseñas73 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURJc3NqSlZ3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURJc3NqSlZ3Ei4KF0NJSE0wb2dLRUlDQWdJRElzc2pGNWdFEhNDZ3dJOU1xZDRRVVEtTF93akFFGi4KF0NJSE0wb2dLRUlDQWdJRElzc2pKMXdFEhNDZ3dJNjhxZDRRVVFycjJlMkFNIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0k5TXFkNFFVUS1MX3dqQUU&wv=1&d=286732336&gsas=1","Hace 5 años","Muy espaciosa"
"https://www.google.com/maps/contrib/107867174479818648342/reviews?hl=es","Paulaaa Exposito","2 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUN3d3Zfb21RRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUN3d3Zfb21RRRItChZDSUhNMG9nS0VJQ0FnSUN3d3Zfb1dREhNDZ3dJOTVtZHpBVVFnT25TMEFJGi4KF0NJSE0wb2dLRUlDQWdJQ3d3dl9vMlFFEhNDZ3dJOTVtZHpBVVFnT25TMEFJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0k5NW1kekFVUWdPblMwQUk&wv=1&d=286732336&gsas=1","Hace 7 años","Es el mejor barrio"
"https://www.google.com/maps/contrib/115390601281810045002/reviews?hl=es","tiago damaso pombo","Local Guide14 reseñas","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNRaHRPd3dBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNRaHRPd3dBRRItChZDSUhNMG9nS0VJQ0FnSUNRaHRPd0lBEhNDZ3dJZ2Z6ZDB3VVF3SkRCcEFFGi4KF0NJSE0wb2dLRUlDQWdJQ1FodE93b0FFEhNDZ3dJZ2Z6ZDB3VVF3SkRCcEFFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lnZnpkMHdVUXdKREJwQUU&wv=1&d=286732336&gsas=1","Hace 6 años","Comodo"
"https://www.google.com/maps/contrib/106687276355135444435/reviews?hl=es","Marcus Alexandre","Local Guide88 reseñas43 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNnMmViYWZREAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNnMmViYWZREi4KF0NJSE0wb2dLRUlDQWdJQ2cyZWJhX1FFEhNDZ3dJbWZDSXVRVVFnTFBfeEFNGi0KFkNJSE0wb2dLRUlDQWdJQ2cyZWJhQXcSE0Nnd0ltZkNJdVFVUWdMUF94QU0iEgkAAAAAAAAAABHK4wsYb-i7oCoTQ2d3SW1mQ0l1UVVRZ0xQX3hBTQ&wv=1&d=286732336&gsas=1","Hace 8 años","O doce sabor de chegar em casa."
"https://www.google.com/maps/contrib/101285807733678247299/reviews?hl=es","Carlos José Rodríguez Ocanto","Local Guide24 reseñas32 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNUOUlHRnd3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNUOUlHRnd3RRotChZDSUhNMG9nS0VJQ0FnSUNUOUlHRkl3EhNDZ3dJbUw3LXNRWVF1UENGcVFFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0ltTDctc1FZUXVQQ0ZxUUU&wv=1&d=286732336&gsas=1","Hace 4 meses",""
"https://www.google.com/maps/contrib/115716615113809846497/reviews?hl=es","Francisco Pérez Andrés (Faco)","Local Guide476 reseñas616 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURkLTZ1UWN3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURkLTZ1UWN3Gi4KF0NJSE0wb2dLRUlDQWdJRGQtNnVROHdFEhNDZ3dJcGJENXJnWVF3SjZYNVFJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lwYkQ1cmdZUXdKNlg1UUk&wv=1&d=286732336&gsas=1","Hace 6 meses",""
"https://www.google.com/maps/contrib/116101268594984019079/reviews?hl=es","RUTH","Local Guide47 reseñas103 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURWdkpPR213RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURWdkpPR213RRotChZDSUhNMG9nS0VJQ0FnSURWdkpPR1d3EhNDZ3dJdF9yY3F3WVFnS0xYOVFFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0l0X3JjcXdZUWdLTFg5UUU&wv=1&d=286732336&gsas=1","Hace 9 meses",""
"https://www.google.com/maps/contrib/111809604713657684865/reviews?hl=es","carlos nova lozano","Local Guide120 reseñas23 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNWejVEZ0N3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNWejVEZ0N3Gi4KF0NJSE0wb2dLRUlDQWdJQ1Z6NURnaXdFEhNDZ3dJOThEVHF3WVEtTnFLaEFJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0k5OERUcXdZUS1OcUtoQUk&wv=1&d=286732336&gsas=1","Hace 9 meses",""
"https://www.google.com/maps/contrib/101495801811731745466/reviews?hl=es","Mateo Oriol","1 reseña","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNaeWMySzZBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNaeWMySzZBRRotChZDSUhNMG9nS0VJQ0FnSUNaeWMyS0dBEhNDZ3dJcTYyRnFBWVFxSURHb2dJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lxNjJGcUFZUXFJREdvZ0k&wv=1&d=286732336&gsas=1","Hace un año",""
"https://www.google.com/maps/contrib/102237701184544850207/reviews?hl=es","Said Mnissar","Local Guide208 reseñas","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURwdnRDSzlnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURwdnRDSzlnRRotChZDSUhNMG9nS0VJQ0FnSURwdnRDS0RnEhNDZ3dJaXZlVHB3WVEwT0dJalFFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lpdmVUcHdZUTBPR0lqUUU&wv=1&d=286732336&gsas=1","Hace un año",""
"https://www.google.com/maps/contrib/105794285532298116913/reviews?hl=es","Félix Garrido","Local Guide109 reseñas2 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNoMXJLQll3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNoMXJLQll3Gi4KF0NJSE0wb2dLRUlDQWdJQ2gxcktCNHdFEhNDZ3dJN19paW53WVE4UGpuaWdFIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0k3X2lpbndZUThQam5pZ0U&wv=1&d=286732336&gsas=1","Hace un año",""
"https://www.google.com/maps/contrib/112239518575359897658/reviews?hl=es","Jose Miguel Sánchez","Local Guide89 reseñas5678 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUQyM1ltMTh3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUQyM1ltMTh3RRotChZDSUhNMG9nS0VJQ0FnSUQyM1ltMUN3EhNDZ3dJb2RtcGxBWVFrTFdIc2dJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lvZG1wbEFZUWtMV0hzZ0k&wv=1&d=286732336&gsas=1","Hace 2 años",""
"https://www.google.com/maps/contrib/110125873000387345359/reviews?hl=es","Danny Das","Local Guide74 reseñas130 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUM4aVBmNi1RRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUM4aVBmNi1RRRotChZDSUhNMG9nS0VJQ0FnSUM4aVBmNkJREhNDZ3dJa01YRTl3VVFnSjZMOEFJIhIJAAAAAAAAAAARyuMLGG_ou6AqE0Nnd0lrTVhFOXdVUWdKNkw4QUk&wv=1&d=286732336&gsas=1","Hace 4 años",""
