"yC3ZMb href","Vpc5Fe","GSM50","enjdgf","enjdgf 2","KgoSse href","y3Ibjb","OA1nbd"
"https://www.google.com/maps/contrib/113266776173791357986/reviews?hl=es","Antonio Casado","151 reseñas17 fotos","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURadzZPY3dBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURadzZPY3dBRRItChZDSUhNMG9nS0VJQ0FnSURadzZPY0lBEhNDZ3dJdkpHRnFRWVFpTUdiLVFJGi4KF0NJSE0wb2dLRUlDQWdJRFp3Nk9jb0FFEhNDZ3dJdkpHRnFRWVFpTUdiLVFJIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0l2SkdGcVFZUWlNR2ItUUk&wv=1&d=286732336&gsas=1","Hace 11 meses","Calle Ortega y Gasset de Madrid"
"https://www.google.com/maps/contrib/113850176406952893183/reviews?hl=es","Maria","Local Guide16 reseñas1 foto","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURDLWJibnd3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURDLWJibnd3RRItChZDSUhNMG9nS0VJQ0FnSURDLWJibkl3EhNDZ3dJd3VEaS13VVF5TFhBNXdJGi4KF0NJSE0wb2dLRUlDQWdJREMtYmJub3dFEhNDZ3dJd3VEaS13VVF5TFhBNXdJIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0l3dURpLXdVUXlMWEE1d0k&wv=1&d=286732336&gsas=1","Hace 3 años","Tranquilo seguro amigable cosmopolita y super elegante"
"https://www.google.com/maps/contrib/114105166584500862750/reviews?hl=es","Olga Lucia Alzate Duque","1 reseña","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURRek15OF9RRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURRek15OF9RRRItChZDSUhNMG9nS0VJQ0FnSURRek15OEF3EhNDZ3dJeE1mbnh3VVF3TWFtcEFJGi4KF0NJSE0wb2dLRUlDQWdJRFF6TXk4Z3dFEhNDZ3dJeE1mbnh3VVF3TWFtcEFJIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0l4TWZueHdVUXdNYW1wQUk&wv=1&d=286732336&gsas=1","Hace 7 años","me encanta lo bien que  explican y  muestran fotos 360grados"
"https://www.google.com/maps/contrib/116572770989993064988/reviews?hl=es","Mauri Vera","Local Guide15 reseñas7 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNPNmR2azVBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNPNmR2azVBRRItChZDSUhNMG9nS0VJQ0FnSUNPNmR2a0ZBEhNDZ3dJenNTZWxRWVEySnZFalFNGi4KF0NJSE0wb2dLRUlDQWdJQ082ZHZrbEFFEhNDZ3dJenNTZWxRWVEySnZFalFNIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0l6c1NlbFFZUTJKdkVqUU0&wv=1&d=286732336&gsas=1","Hace 2 años","muy comercial genial"
"https://www.google.com/maps/contrib/103566510083882049825/reviews?hl=es","Pedro Garcia Hernandez","12 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURSdnR6czhnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURSdnR6czhnRRItChZDSUhNMG9nS0VJQ0FnSURSdnR6c0NnEhNDZ3dJNGJpam9nWVFvTHpvNGdFGi4KF0NJSE0wb2dLRUlDQWdJRFJ2dHpzaWdFEhNDZ3dJNGJpam9nWVFvTHpvNGdFIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0k0Ymlqb2dZUW9Mem80Z0U&wv=1&d=286732336&gsas=1","Hace un año","necesitamos una remodelacion"
"https://www.google.com/maps/contrib/105920024625140231420/reviews?hl=es","Miguel Angel Molina Rivero","523 reseñas19 fotos","·","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURnNk9LU1BBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURnNk9LU1BBEi4KF0NJSE0wb2dLRUlDQWdJRGc2T0tTdkFFEhNDZ3dJbC1icTBRVVFnSi00MEFNGi0KFkNJSE0wb2dLRUlDQWdJRGc2T0tTZkESE0Nnd0lsLWJxMFFVUWdKLTQwQU0iEgkAAAAAAAAAABEtJAnFeUKrRioTQ2d3SWwtYnEwUVVRZ0otNDBBTQ&wv=1&d=286732336&gsas=1","Hace 6 años","Está muy bien ubicada"
"https://www.google.com/maps/contrib/109969845125142815691/reviews?hl=es","Jose Enrique Marin Fernandez","181 reseñas9 fotos","·","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURncXJEWUlBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURncXJEWUlBEi4KF0NJSE0wb2dLRUlDQWdJRGdxckRZb0FFEhNDZ3dJNk5qV3NnVVFnSkhxc3dNGi0KFkNJSE0wb2dLRUlDQWdJRGdxckRZWUESE0Nnd0k2TmpXc2dVUWdKSHFzd00iEgkAAAAAAAAAABEtJAnFeUKrRioTQ2d3STZOaldzZ1VRZ0pIcXN3TQ&wv=1&d=286732336&gsas=1","Hace 8 años","Me encanta esta línea de metro"
"https://www.google.com/maps/contrib/110678527811472897308/reviews?hl=es","kevin Rivas","Local Guide33 reseñas24 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUQtd3Z1aVlnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUQtd3Z1aVlnEi4KF0NJSE0wb2dLRUlDQWdJRC13dnVpNGdFEhNDZ3dJNnZYX213WVEySXIzOEFJGi0KFkNJSE0wb2dLRUlDQWdJRC13dnVpRWcSE0Nnd0k2dlhfbXdZUTJJcjM4QUkiEgkAAAAAAAAAABEtJAnFeUKrRioTQ2d3STZ2WF9td1lRMklyMzhBSQ&wv=1&d=286732336&gsas=1","Hace un año","Excelente lugar"
"https://www.google.com/maps/contrib/111898584872837411947/reviews?hl=es","Monica Navarro","Local Guide44 reseñas6 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURnb01lNHhBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURnb01lNHhBRRItChZDSUhNMG9nS0VJQ0FnSURnb01lNEpBEhNDZ3dJM3RTcHpnVVF3TF8ybXdFGi4KF0NJSE0wb2dLRUlDQWdJRGdvTWU0cEFFEhNDZ3dJM3RTcHpnVVF3TF8ybXdFIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0kzdFNwemdVUXdMXzJtd0U&wv=1&d=286732336&gsas=1","Hace 6 años","Una estación como cualquier otra"
"https://www.google.com/maps/contrib/108845496969355157120/reviews?hl=es","Leticia Rivera","1 reseña","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURneU9Hb193RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURneU9Hb193RRIqChRDSUhNMG9nS0VJQ0FnSURneU9GbxISQ2dzSTY1am55d1VRZ01xc2RBGi0KF0NJSE0wb2dLRUlDQWdJRGd5T0hvZ0FFEhJDZ3NJNjVqbnl3VVFnTXFzZEEiEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSTY1am55d1VRZ01xc2RB&wv=1&d=286732336&gsas=1","Hace 7 años","Fenomenal"
"https://www.google.com/maps/contrib/109841887961111660389/reviews?hl=es","HTC G1","Local Guide2.120 reseñas10324 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNKcVBhWkZ3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNKcVBhWkZ3Ei4KF0NJSE0wb2dLRUlDQWdJQ0pxUGFabHdFEhNDZ3dJdXVERHBBWVE4TzZKNGdFGi0KFkNJSE0wb2dLRUlDQWdJQ0pxUGFaVncSE0Nnd0l1dUREcEFZUThPNko0Z0UiEgkAAAAAAAAAABEtJAnFeUKrRioTQ2d3SXV1RERwQVlROE82SjRnRQ&wv=1&d=286732336&gsas=1","Hace un año","Muito boa a infraestrutura."
"https://www.google.com/maps/contrib/115833331917927158332/reviews?hl=es","Rafat Hamada","1.155 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUN3d0txOVJnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUN3d0txOVJnEi0KF0NJSE0wb2dLRUlDQWdJQ3d3S3E5eGdFEhJDZ3NJazZQMXh3VVF3T1BWSlEaLAoWQ0lITTBvZ0tFSUNBZ0lDd3dLcTlKZxISQ2dzSWs2UDF4d1VRd09QVkpRIhIJAAAAAAAAAAARLSQJxXlCq0YqEkNnc0lrNlAxeHdVUXdPUFZKUQ&wv=1&d=286732336&gsas=1","Hace 7 años","محطة منظمة"
"https://www.google.com/maps/contrib/107095561040089581416/reviews?hl=es","Ana Maria Colomer","Local Guide5 reseñas","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUMxMDZibjh3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUMxMDZibjh3RRosChZDSUhNMG9nS0VJQ0FnSUMxMDZibkN3EhJDZ3NJa3BqVXJBWVE0TmlDYnciEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSWtwalVyQVlRNE5pQ2J3&wv=1&d=286732336&gsas=1","Hace 8 meses",""
"https://www.google.com/maps/contrib/110520829974235532820/reviews?hl=es","Sandra Mira Baena","Local Guide83 reseñas16 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNsc1lTSHV3RRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNsc1lTSHV3RRotChZDSUhNMG9nS0VJQ0FnSUNsc1lTSGV3EhNDZ3dJeDVqdnFnWVEwUC10cEFJIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0l4NWp2cWdZUTBQLXRwQUk&wv=1&d=286732336&gsas=1","Hace 10 meses",""
"https://www.google.com/maps/contrib/105414043214524724102/reviews?hl=es","Luis Menéndez","Local Guide26 reseñas6 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNaaXUzek53EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNaaXUzek53Gi4KF0NJSE0wb2dLRUlDQWdJQ1ppdTN6dHdFEhNDZ3dJcTZfcXB3WVF1S2Yyd0FJIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0lxNl9xcHdZUXVLZjJ3QUk&wv=1&d=286732336&gsas=1","Hace un año",""
"https://www.google.com/maps/contrib/115456769423864044397/reviews?hl=es","Javier Nieto","Local Guide203 reseñas1162 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURXOFB2cDhBRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURXOFB2cDhBRRosChZDSUhNMG9nS0VJQ0FnSURXOFB2cENBEhJDZ3NJOExLM2tRWVEwSlRlYXciEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSThMSzNrUVlRMEpUZWF3&wv=1&d=286732336&gsas=1","Hace 2 años",""
"https://www.google.com/maps/contrib/113971995494283147706/reviews?hl=es","daniel mezzo garrido","10 reseñas2 fotos","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUM2ejkyRm1nRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUM2ejkyRm1nRRosChZDSUhNMG9nS0VJQ0FnSUM2ejkyRldnEhJDZ3NJczZDTGlnWVE0TFhaU0EiEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSXM2Q0xpZ1lRNExYWlNB&wv=1&d=286732336&gsas=1","Hace 3 años",""
"https://www.google.com/maps/contrib/101405424285022111789/reviews?hl=es","Marta Ruiz Huerga","Local Guide1.052 reseñas4795 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUQwbmNXQkpnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUQwbmNXQkpnGi4KF0NJSE0wb2dLRUlDQWdJRDBuY1dCcGdFEhNDZ3dJbVpQQTdnVVFzSldJakFNIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0ltWlBBN2dVUXNKV0lqQU0&wv=1&d=286732336&gsas=1","Hace 4 años",""
"https://www.google.com/maps/contrib/117753051730468533951/reviews?hl=es","Nuria Cisneros López","19 reseñas1 foto","·","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNZLUttWU53EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNZLUttWU53Gi0KF0NJSE0wb2dLRUlDQWdJQ1ktS21ZdHdFEhJDZ3NJMk9HTTVRVVFrUC01TFEiEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSTJPR001UVVRa1AtNUxR&wv=1&d=286732336&gsas=1","Hace 5 años",""
"https://www.google.com/maps/contrib/107903458433804322750/reviews?hl=es","Ángel Ruiz Sanz","10 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURvNElQUUdnEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSURvNElQUUdnGi4KF0NJSE0wb2dLRUlDQWdJRG80SVBRbWdFEhNDZ3dJNGNTSjVBVVFnS3p2MndJIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0k0Y1NKNUFVUWdLenYyd0k&wv=1&d=286732336&gsas=1","Hace 5 años",""
"https://www.google.com/maps/contrib/112151668319698416862/reviews?hl=es","Javier Cruz","Local Guide133 reseñas263 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNBOHVxeFZ3EAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNBOHVxeFZ3Gi0KF0NJSE0wb2dLRUlDQWdJQ0E4dXF4MXdFEhJDZ3NJejRqMDBBVVFnTGk0Y2ciEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSXo0ajAwQVVRZ0xpNGNn&wv=1&d=286732336&gsas=1","Hace 6 años",""
"https://www.google.com/maps/contrib/117275129074298917538/reviews?hl=es","Santiago Centurión","Local Guide59 reseñas","·","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURRLUsydnNnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURRLUsydnNnRRosChZDSUhNMG9nS0VJQ0FnSURRLUsydmNnEhJDZ3NJcGJ5VHpnVVF3THFaQmciEgkAAAAAAAAAABEtJAnFeUKrRioSQ2dzSXBieVR6Z1VRd0xxWkJn&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/104893001736813842991/reviews?hl=es","Hongyan Xu","Local Guide134 reseñas208 fotos","·","·","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNBenZ5VWdRRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNBenZ5VWdRRRotChdDSUhNMG9nS0VJQ0FnSUNBenZ5VXdRRRISQ2dzSXM3T2Z5Z1VRd0x2SFBBIhIJAAAAAAAAAAARLSQJxXlCq0YqEkNnc0lzN09meWdVUXdMdkhQQQ&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/101499776942984629410/reviews?hl=es","M.Carmen Monge Rodríguez","","","","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNnekl2X0dBEAE&entityid=ChZDSUhNMG9nS0VJQ0FnSUNnekl2X0dBGi4KF0NJSE0wb2dLRUlDQWdJQ2d6SXZfbUFFEhNDZ3dJb1ktenlBVVF3TGpQalFFIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0lvWS16eUFVUXdMalBqUUU&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/106937480856557059897/reviews?hl=es","Marita Castro-Mendívil Sosa","","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNRMjc3RmhnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSUNRMjc3RmhnRRotChZDSUhNMG9nS0VJQ0FnSUNRMjc3RlJnEhNDZ3dJcjcyS3d3VVF3SXlidndFIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0lyNzJLd3dVUXdJeWJ2d0U&wv=1&d=286732336&gsas=1","Hace 7 años",""
"https://www.google.com/maps/contrib/113328118055165662740/reviews?hl=es","Inés Ruiz del Castillo Robles","3 reseñas","","","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURBd0tTaHBnRRAB&entityid=ChdDSUhNMG9nS0VJQ0FnSURBd0tTaHBnRRotChZDSUhNMG9nS0VJQ0FnSURBd0tTaFpnEhNDZ3dJemRpbndnVVF3T0dkb1FNIhIJAAAAAAAAAAARLSQJxXlCq0YqE0Nnd0l6ZGlud2dVUXdPR2RvUU0&wv=1&d=286732336&gsas=1","Hace 7 años",""
