"URL","Usuario","Info","Fecha","Reseña","fontBodySmall","fontBodySmall 2","kyuRq"
"https://lh3.googleusercontent.com/a-/ALV-UjWGttD4dYz5nQttUDlxeq2NsWss8GO2oxywJBpyT1CjmakC5pNH=w45-h45-p-rp-mo-ba4-br100","John García","Local Guide · 158 reseñas · 269 fotos","Hace 6 años","Siempre viva, la gran vía acoge a turistas y residentes, envuelta en un sin fin de flashes y luces, de ruido y sonido de ciudad. Si no has pasado por Gran Vía, no has estado en Madrid.","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK2lFApOhC9IeUuXJJFvZXzY8J-ZcwPKIXGh2IiqXuBBl2rTQ=w45-h45-p-rp-mo-ba5-br100","Pilar Francos","Local Guide · 352 reseñas · 531 fotos","Hace un año","Un sitio inhóspito, lleno de comercios, hoteles, granito y zonas grises falta arbolado, falta verde falta luz. Una vergüenza la tendencia que hay en el Ayuntamiento cada vez ciudades más grises y desagradables para la convivencia","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW_IDIKcy44qtGDrnVJOfSOGvwr426N6C_jHzI5RSWbc-VWo-lZMw=w45-h45-p-rp-mo-ba5-br100","Pedro Jesús Garrido Picazo","Local Guide · 125 reseñas · 257 fotos","Hace un año","La arteria con más vida de todo Madrid. Llena de teatros, comercioss, restaurantes y algunos de los edificios emblemáticos de Madrid. Siempre está llena de gente y se celebran algunos acontecimientos importantes. Paseando por sus calles llegarás a la plaza de Callao o la plaza de España.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXGUWjJ2pY9dEXH7uO02mm5SPpFLC04C5-2uU5rpRTfT5nXVeStvQ=w45-h45-p-rp-mo-ba6-br100","Borja Fernández","Local Guide · 291 reseñas · 5.056 fotos","Hace 3 años","La remodelación de la nueva estación marca un antes y un después en metro. El uso de las pantallas, los nuevos y futuristas tornos, y sobre todo la recuperación del Templete de acceso de Antonio Palacios son los puntos fuertes de la reinaugurada estación de Gran Vía.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVVuR5NEe4ZBPSlK9PYJckuV384IxgebJK0EqJUXNNfFkNmuulNWQ=w45-h45-p-rp-mo-ba6-br100","Angel Leonardo Rosillo Sierra","Local Guide · 632 reseñas · 2.156 fotos","Hace 6 años","Los andenes de la línea 1 fueron abiertos al público en 1919 con el nombre de Red de San Luis al inaugurarse el servicio de metro en la ciudad. No existía todavía como tal la Gran Vía, pero un año después adoptó ese nombre. Durante la dictadura de Franco se cambió el nombre de la estación por el de José Antonio al igual que se había cambiado el nombre de la Gran Vía por Avenida de José Antonio (en alusión a José Antonio Primo de Rivera). El 26 de febrero de 1970 se inauguraron los andenes de la línea 5 directamente con el nombre de José Antonio, siendo puestos en servicio el lunes 2 de marzo del mismo año, y 14 años más tarde, en 1984, la estación retomó el nombre de Gran Vía. Durante muchos años la imagen de esta estación fue la del templete que albergaba los ascensores, obra del arquitecto Antonio Palacios. Era de granito pulimentado y tenía una marquesina de hierro y cristal. Para utilizar el ascensor había que pagar unos céntimos. El vestíbulo original, también obra de Palacios, estaba decorado con azulejos. Cuando se desmanteló el templete en 1972 se trasladó a Porriño(Pontevedra), pueblo natal del arquitecto. Actualmente hay un proyecto para instalar una réplica.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWV-xQgswkWWFgsdUcF_4orzaJGsZ6Sl-XDvYvDz2lh4WUVnfEG=w45-h45-p-rp-mo-ba5-br100","Alice in Wonderland","Local Guide · 246 reseñas · 387 fotos","Hace un año","Calle más famosa de Madrid, lugar perfecto para salir a pasear ya sea en pareja o con la familia, tiene muchísimos sitios para tomar algo tranquilamente en terraza o dentro de los locales. Tiene una gran variedad de tiendas desde primark, zara, mango, primor, etc... con unas vistas espectaculares de noche con la mítica schweppes de fondo y sus miradores que alcanza a ver toda esta ciudad maravillosa.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXLX8SNbuWy_aiGck5LZupuCUILNW26Mj3fXXkjPvox-xr7Opcv=w45-h45-p-rp-mo-ba5-br100","Juan Escalona","Local Guide · 244 reseñas · 1.058 fotos","Hace 3 años","Lugar de referencia en las visitas a Madrid, sobre todo una vez que se ha abierto de nuevo la estación de Metro con el monumental templete que reproduce el original diseñado por el arquitecto Antonio Palacios. En su homenaje, foto de las obras en los días previos a su inauguración.","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ8_agId7VnLp2DVcLp4JWZ-hakHszm-tYd3VklKfOnMoftmA=w45-h45-p-rp-mo-ba2-br100","Patricio Amezcua","Local Guide · 19 reseñas","Hace 4 meses","La vida más intensa que se puede tener es en la gran vía. Mezcla de todo el mundo cada quien su vida y un caos realmente muy agradable.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXg8W5_e52Ljc82DO7n5Hugd6Gm8SDy6CDQixYXrxzI39piDQg=w45-h45-p-rp-mo-ba3-br100","Ekieid Jdjs (Adrián García Leira)","Local Guide · 74 reseñas · 2 fotos","Hace 2 meses","Gran estación maravillosa moderna accesible perfecta la última tecnología unión entre líneas 1 y 5 de metro además de cercanías","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVYRmjx5MkmH1lwJFUhpcz8dEvIOooqYTbsfpHVKP1AHMrgjPbTjw=w45-h45-p-rp-mo-ba3-br100","Olga Ines Arango López","Local Guide · 13 reseñas · 22 fotos","Hace 8 meses","Espectacular...las tiendas de marca más famosas.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUS0B1_xvlTI4SVPNW2UGWmb1PJyJiQIdfm3tyaSHnLtkcG2ZCtLA=w45-h45-p-rp-mo-ba5-br100","ALONSO BETETTA","Local Guide · 256 reseñas · 16 fotos","Hace un mes","Muy buena estación de metro, teniendo más aún en cuenta que es un punto de entrada de extranjeros a Madrid","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU6ZKI_DsuQ6E__DGJzmugS4PoisaPU4Lhi3xmEgjyHx2kzzX52kg=w45-h45-p-rp-mo-ba6-br100","Arvey Alfonso Granada Calderon","Local Guide · 677 reseñas · 4.009 fotos","Hace 7 años","Lindos edificios a lado y lado de la vía. Una combinación sutil entre la modernidad y lo antiguo, para un estudiante o amante de la arquitectura esta GranVía es el lugar perfecto para desarrollar nuevas  ideas de edificación.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX2CX9TDg2DmzWWZvAMPtFaxnx0J0rx4C-4lyS4gEHrGXEUBRVgzw=w45-h45-p-rp-mo-ba3-br100","Setth","Local Guide · 30 reseñas · 62 fotos","Hace un año","Una estación de metro hermosa en el corazón de Madrid (recién remodelada por lo que vi), las calles aledañas llenas de tiendas y toda la mezcla de cultura es exquisito, me encantaría volver a Madrid.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWrGpQgON8FQL9MdJ_zBhK7rt_0skZF4Ru-8km_j6QcEdMXXXdc=w45-h45-p-rp-mo-ba4-br100","José Chang Leung","Local Guide · 50 reseñas · 159 fotos","Hace 9 meses","La emblemática Gran Vía de Madrid. Un lugar que conecta con todos los lugares turísticos de la ciudad. Lo recomendo como primera parada en su primera vez en Madrid o España","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVIdJsTO3fbOG82VHcOAzHSYf7p8Rw1PZRuTF52A_oSbG0qchva=w45-h45-p-rp-mo-ba4-br100","Marta Cabré","Local Guide · 91 reseñas · 17 fotos","Hace un año","Una calle ideal para comprar o para tomar algo con amigos. Los fines de semana suele estar muy llena así que recomiendo más ir entre semana y si puede ser no en época turística. La arquitectura es preciosa, aquí encontrarás algunos de los edificios más emblemáticos de Madrid.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXAM9ZwCGiASgWLTtzcGE9zkvFq1fN2glAGqCH6Ld9SF2fPqZ49Dw=w45-h45-p-rp-mo-ba5-br100","Laura Trujillo","Local Guide · 230 reseñas · 561 fotos","Hace un año","Parada céntrica del metro de Madrid , ¿quién no ha estado en Gran Vía? Zona obligatoria para turistas para empaparse del centro de Madrid , tiene mucha vida. Zona comercial , de ocio y restauración. Hay que darse un buen paseo por esta zona.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWfB6ZjjbwCsK4GzqJ732LTToUkRaxSvOmSYKsbpftuJASBQAB-=w45-h45-p-rp-mo-ba5-br100","Moises Ardila","Local Guide · 184 reseñas · 606 fotos","Hace 2 años","Punto muy apropiado para apreciar historia, y por que no detenerse a escuchar musica llanera colombiana.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWI7yA5ph1s55AimBK2Matpl3QQhK9sgyKxChRYOpnzL_xAiz0=w45-h45-p-rp-mo-ba6-br100","alvaro prieto torres","Local Guide · 608 reseñas · 320 fotos","Hace un año","Calle emblemática de Madrid que aún conserva gran parte de teatros y cines clásicos además de estar llena de tiendas comerciales y lugares para comer con una gran variedad de unos y otros. Está muy bien comunicada con el metro con las líneas 5 y 1 pegada a Callao, estando esta justo en frente. Se recomienda no ir en coche y más si no es uno que puedan multar por entrar en zona restrictiva.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXNh3jBgevJFNUzWyBuRibn0qSBOcgl3yvDRS-DgJscOjsTWyMk=w45-h45-p-rp-mo-ba6-br100","Vanesa Núñez","Local Guide · 205 reseñas · 1.644 fotos","Hace 11 meses","Genial para ir a pasear.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXwbzU2VfPu8LAM-qwja1OnJZCGm9Jc7UBQIkXgxiJ2oqOa5O7P=w45-h45-p-rp-mo-ba6-br100","Pedro G","Local Guide · 498 reseñas · 4.190 fotos","Hace un año","El corazón de Madrid, la calle principal, la gente, los comercios, los cines y teatros, librerías, bares y restaurantes, edificios emblemáticos, todo esta en esta calle, visita obligada para todos, sencillamente porque aquí es donde entenderás lo que se vive y se siente en la capital. Aquí te entraran las ganas de volver a disfrutar de ella y comenzaras a buscar fechas para tu retorno. Para los que la tenemos a diario aun con su bullicio y sus aceras repletas, la gran vía es la bandera de nuestra ciudad, el símbolo de sus edificios espectaculares y esculturas escondidas entre las azoteas. Disfrutala. Disfruta Madrid, claro que si.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVs_AQdIw7ede4AlEDtcI-YGFDK22_XGHHmRGM35dhWnAD17seU5g=w45-h45-p-rp-mo-ba6-br100","Felipe Adrianzen","Local Guide · 360 reseñas · 1.000 fotos","Hace 2 años","Espectacular la vista en época navideña, los juegos de luces, el árbol y las proyecciones en los edificios de la Avenida Gran Vía, hacen que sea un encuentro imperdible en la visita a Madrid en esta temporada de invierno en fin de año. Muy recomendable ir preparado para largas caminatas por el centro de la ciudad.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWS5_EDcKNfnUc9nlgs_ZxggoaZ1_Bk05wDefiWFL5WKpqG-qFIsA=w45-h45-p-rp-mo-ba6-br100","José Álvarez Gomez","Local Guide · 581 reseñas · 1.384 fotos","hace 3 días","Calle principal ge Madrid","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWmCxfnrUTnJ42FkotF5pk6OxKyXInIhX705zJSCo5mwll_lgckcQ=w45-h45-p-rp-mo-ba3-br100","Lombardic Silva Alfonso","Local Guide · 33 reseñas · 97 fotos","Hace un año","Mi lugar favorito para caminar a cual hora del día","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJVn-NjVhY7gdeNn8Y13DTGhJ8lS--C1xKTcwMs1-hfDLEKmw=w45-h45-p-rp-mo-ba5-br100","Mercedes González","Local Guide · 385 reseñas · 354 fotos","Hace 2 años","Es una de las principales arterias de Madrid, muy bulliciosa, con muchas tiendas, restauración y espectáculos. Siempre tiene mucha vida, pero hay que andar con cien ojos porque también hay mucho ladrón. Es un lugar para perderse entre la gente y las callejuelas, y si estás de visita no te puedes ir sin verla.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXTqgIeqAbi1zy77wkl91-pfOFolDsRmhB2JWbN7f-xAF1ekK2T=w45-h45-p-rp-mo-ba5-br100","Javier Silva","Local Guide · 120 reseñas · 359 fotos","Hace 2 años","Si visita España no puede dejar de visitar estos lugares","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWQ7otGdcj_AT1o6VcQW-KSyfczd0oyzqNEfMm2vNbjDwiCz3g=w45-h45-p-rp-mo-ba4-br100","Marcelo Prieto","Local Guide · 118 reseñas · 237 fotos","Hace 2 años","Gran cambio el de la calle Montera cuyo inicio preside ahora está espectacular entrada de metro (al más puro estilo de Gotham 😜)…","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV16gHSb-QQgx_3kCgfiAvuRuzhihpnNe2lCta3xosDFfwdv8E6GQ=w45-h45-p-rp-mo-ba6-br100","Gamo","Local Guide · 455 reseñas · 645 fotos","Hace un año","Preciosa estación sobretodo desde su última reforma en la que han dejado una mini exposición de su historia. Además de un acceso llamativo a las plataformas. Aunque a muchos no les guste, la marquesina madrileña es sencilla y con encanto.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVYJ6V5UXCn0PJOLH4ReHr8O5Em_vlHugly7tR6-yj04Yz_IWCW6A=w45-h45-p-rp-mo-ba4-br100","ronny castillo","Local Guide · 55 reseñas · 34 fotos","Hace un año","Muy comercial y exclusivo viajamos por las europeas..España","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI5fYDstuSrbEb-u1_M-Nmk3E5BCA8O7h69uPxYi2Gvp5s13g=w45-h45-p-rp-mo-ba3-br100","jiade guo","Local Guide · 46 reseñas · 22 fotos","Hace 10 meses","Una parada de metro que conecta la Gran vía por la parte trasera(para mi), es bastante moderna comparando con otras y con subir llegas a la calle donde están todas las tiendas","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVTsQy6fsQg8AqtfXSO8C23yvoWn360QjCfvWUvzU0Wvw0w8OWRQg=w45-h45-p-rp-mo-ba5-br100","L P","Local Guide · 130 reseñas · 84 fotos","Hace un año","De día y de noche hay vida en este lugar, mucho movimiento de gente y gran ambiente alrededor, hay restaurantes y lugares para todos los gustos. Facilidad para transportarse , preferiblemente recomiendo usar metro que otro transporte ya que va más fácil y menos atasco.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW5ljXwGeSf-4KxMZfU4nGA6DEHDVoTKIE5sAmOInBaSDlyDiM=w45-h45-p-rp-mo-ba6-br100","VRKO","Local Guide · 287 reseñas · 506 fotos","Hace 3 años","Con la boca de metro recién restaurada, ahora será más  que Gran Via.🤔💯💢💯…","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWslv412SAFtIcInrCsSl1KUDOl_KvYw5bcJ-9ID47wA7S4O0QB=w45-h45-p-rp-mo-ba4-br100","JORGE ERNESTO RODRIGUEZ MEDINA","Local Guide · 80 reseñas · 53 fotos","Hace 8 meses","Lugar emblemático de Madrid. Majestuoso y hermoso. Visita obligada de todos los visitantes.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVlFVWLWVOHWt3FpalLQsPdgmp9oRxs-jvtBmxmoXcaupF7Kbc=w45-h45-p-rp-mo-ba3-br100","Nicolas Gomez","Local Guide · 10 reseñas · 37 fotos","Hace un año","Uno de las maravillas de madrid.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVA_FT4VAQK1XiEX5aJb5msONBfT5W3ofo4KglSw7IgceGX_uKr9A=w45-h45-p-rp-mo-ba4-br100","Greyz","Local Guide · 26 reseñas · 26 fotos","Hace un año","Al llegar a Gran Via, te encuentras con variedad de tiendas y turistas variados, con abundante afluencia en esta época decembrina, de noche es una sensación agradable de luces de colores que decoran las vías y calles.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWs63pQW_O2GQM5RhwQ4JXL3YAOIyW1m1ndIKL7nsY5quLXg0dexw=w45-h45-p-rp-mo-ba8-br100","VÍCTOR VIRGÓS","Local Guide · 1.719 reseñas · 18.902 fotos","Hace 3 años","Una de las principales arterias madrileñas. Siempre una maravilla y pletórica de actividades culturales y ocio, locales para tomar algo, tiendas, etc. Tambien un verdadero museo al aire libre de fachadas aristocráticas. Hoy la encontré como una gran olla a presión de algazara y bullanga con la manifestación colombiana sobre la sangrante, intolerable e insostenible situación dramática que vive el país de clima de Guerra Civil.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUf63Lw8KUp37MHYZpmkyfQdVuJKLYQ5PLNDobu3M4ukgMj-Fg3=w45-h45-p-rp-mo-ba6-br100","nuestro_viaje_eterno OMG","Local Guide · 393 reseñas · 2.289 fotos","Hace 5 años","Vale la pena recorrer esta avenida tan emblemática de Madrid. Es mágico  poder recorrerla y ver tu trajín. Hay buenos bares y lugares para pasar el rato. Esta bien conectada con los metros y buses. Es muy segura.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUo7Bn2KYRXzTX4m-6OaEA-05Br1crJoRWjdxroZrGQaLMy95eW=w45-h45-p-rp-mo-ba5-br100","Juanjoalmehida","Local Guide · 197 reseñas · 154 fotos","Hace 7 meses","Céntrica calle desde la plaza de España hasta la Cibeles. Lugar siempre llena de turistas","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVFwR1VYmVPQquvOgugrcuwvSeN7EtjvWA11D757CLGe7Z75lBB=w45-h45-p-rp-mo-ba6-br100","Pedro Juan Llop","Local Guide · 670 reseñas · 224 fotos","Hace un año","Reabierta ya otra vez. Ha quedado muy bien. Muy interesante el túnel que enlaza con Sol, cercanías y metro, se recorre en menos de 5 minutos y es toda una obra de ingeniería. El templete de entrada en la Red de San Luis también ha quedado muy bien. Lo único que no me convence es la señalización. He visto a unos cuantos literalmente desesperarse intentando llegar donde pretendían.","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ430cGSIOIfkRnhcaTGZbkNEwF-QdlU0Q2W09PqiJK-hm0eQ=w45-h45-p-rp-mo-ba4-br100","Jorge Eduardo Nicosia","Local Guide · 51 reseñas · 289 fotos","Hace 2 años","Es una avenida muy bien mantenida, emblematica con fachadas tipicas del esplendor del siglo paado y más. Fue remodelada hace muy poco. Es muy comercial y un excelente paseo para turistas y madrileños. Posee gran variedad de comercios y servicios.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVU0S27xzUpJ53FUwXkS5d01Rpk349_y18dZUY0noQMDzmEZ8E=w45-h45-p-rp-mo-ba4-br100","Vamos Atleti","Local Guide · 138 reseñas · 6 fotos","Hace un año","Se ha quedado bastante bien tras la reforma, la estación más moderna del sistema. Me gustaría si anunciaran cuando vienen los metros más.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX59zsPxYVc015tgl6xvjKetlEw_146xuGeWb7DVRLetQyREUJ4=w45-h45-p-rp-mo-ba4-br100","Enrique Peña Bartolome","Local Guide · 74 reseñas · 138 fotos","Hace 2 años","Sitio histórico e  imprescindible de Madrid, en navidad todavía más.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUIdVMJlrqr5uGfJe2i79gkfh2pURMNVP06hvCamVTbwTytxY7MrA=w45-h45-p-rp-mo-ba4-br100","Javier Rodriguez Viñas","Local Guide · 65 reseñas · 16 fotos","Hace 3 años","Un lavado de cara muy bonito, al menos en la zona de los vestíbulos (tornos nuevos, los accesos limpios y bien cuidados, la exposición a lo largo de las rampas de acceso muy interesante...) Lástima no haber podido bajar en el ascensor principal donde la réplica del templete que, por cierto, ha quedado espectacular.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXRsZ_MtVDNZHi0koxqP7wn_IWMN8FUYwUBt4EX4-NG53WnVqYS=w45-h45-p-rp-mo-ba5-br100","DGH","Local Guide · 117 reseñas · 1.000 fotos","Hace un año","Calle viva a todas horas","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV9hxbLxrBaUFveBuO3QGjEHphRyngiG2ZztBGJ6e2Xid1w-d91Wg=w45-h45-p-rp-mo-ba5-br100","Jorge Perez","Local Guide · 246 reseñas · 514 fotos","Hace un año","Zona mas centrica de Madrid imposible,lleno de gente, teatros ,mucha variedad de restaurantes y tiendas de lujo.todo bastante limpio,zona de turistas","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXao9zoMUcmzQDmeLBY8ADhLldo_tJB2g6EmXXcVY3hMo7x-HXHDA=w45-h45-p-rp-mo-ba4-br100","S R","Local Guide · 58 reseñas · 43 fotos","Hace 6 años","Adoro mi cuidad. Sobretodo cuando se une para luchar por los derechos mujeres 💜…","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVulzJsESp9GuWcK46adS7LHLGcPOo3v884z3_dVtz-ymL20NPS=w45-h45-p-rp-mo-ba5-br100","MariSela MiraCle","Local Guide · 85 reseñas · 997 fotos","Hace 6 años","Es un lugar excelente para pasear, ver aparadores, disfrutar de sus hermosas construcciones, ir a beber o comer algo, y también ir de compras. Se  divierte uno mucho. Es un paseo que no te puedes perder si vas a Madrid.","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI1l321bqrjmcgw6CodkBWil0pgfe2yuyiFjlSfwFQadnxZeQ=w45-h45-p-rp-mo-ba3-br100","Jota G","Local Guide · 16 reseñas · 24 fotos","Hace 2 años","Una de las avenidas más turísticas en Madrid.","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX906ZnymLR5kc1IAp2NW1qg3x1t6aEjc6fLnNWqUvqlwzNPZ2imA=w45-h45-p-rp-mo-ba5-br100","Escorpio Escorpio","Local Guide · 377 reseñas · 130 fotos","Hace 10 meses","Me ha gustado está todo muy nuevo , tiene ascensor para metro y Renfe","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVPlI3_WxZ-JbiFDSG6A1n_aKR_BFRpvuYb0hLgejNuccGQun5Z=w45-h45-p-rp-mo-ba8-br100","José Julio Melgares","Local Guide · 2.806 reseñas · 12.351 fotos","Hace 7 años","Esta estación nos deja en la Red de San Luis, cerca de la Fundación Telefónica, primer rascacielos de España.","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKQKnpl9pAmKYtCIPTlcWzQl_IHHuvm8Y7xsx8dY2UhfFLzLQ=w45-h45-p-rp-mo-ba3-br100","Yolanda Castellanos","Local Guide · 41 reseñas · 1 foto","Hace 2 años","La Gran VIa es ideal para pasear por sus amplias aceras e ir de shopping. Hay multitud de restaurantes, cafeterías, teatros, cines. No falta de nada","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUoTHSSg1_o8VzippQH_Xw0Y8QAeC_aeBl81DDRoNeBnuNWli9i=w45-h45-p-rp-mo-ba4-br100","Yesy Gonzalez","Local Guide · 44 reseñas · 243 fotos","Hace 2 años","Centro de madrid Gran Vía un sitio para visitar majestuosa arquitectura en sus edificios ! Encontrarás las Mejores Marcas en Ropa, zapatos todo en general para verte hermos@","","",""
