OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Normalmente los accesos son rápidos...depende del dia y la hora, pero aún así...pasar  control de equipajes son 5 min. Una vez pasado el control, depende de la terminal, puedes tener un paseo largo hasta la puerta de embarque!","Normalmente los accesos son rápidos...depende del dia y la hora, pero aún así...pasar control de equipajes son vez 5 min. Una vez pasado el control, depende de la terminal, minuto puedes rapidosdepende tener un paseo largo hasta la puerta de embarque!",0.9846339,0.9583333333333334
"La T1 y T2 están bien, adecuados al flujo de pasajeros con buena iluminacion, limpieza, restauración y señalizacion. Heche en falta sitio para cargar los móviles. Por lo demás bien.","La T1 y T2 están bien, adecuados al flujo de pasajeros con buena iluminacion, limpieza, restauración y puesto señalizacion. Heche en falta sitio para cargar los iluminacion móviles. Por lo demás bien." t1,0.9613957,0.95
"Aeropuerto de Madrid. Adolfo Suarez... es a espectacular arquitectónicamente. Cómodo y fácil de ubicarte #LetsGuide #rosafrancomendoza","Aeropuerto es de Madrid. Adolfo Suarez... es a espectacular arquitectónicamente. Cómodo y fácil de ubicarte #LetsGuide #rosafrancomendoza",0.99741733,1.0
"La T1 está en obras incluido su estacionamiento (P1)  cuyo aspecto mejora mucho su aspecto. Esperemos al final de las obras; ¿Para cuándo?","La T1 está en cierre del telón obras incluido número atómico 13 su estacionamiento (P1) cuyo aspecto mejora mucho su aspecto. Esperemos al final de las obras; ¿Para cuándo?",0.811875,0.6470588235294118
"en 2021 todavía hay agentes de seguridad en la T2 Madrid que confiscan droga(médicamente)  (ungüentos) y otros por razones de seguridad? !!  y vaciar la basura por la noche","en 2021 todavía hay agentes firmeza de seguridad en la T2 Madrid que confiscan droga(médicamente) (ungüentos) y otros por todavia razones de seguridad? !! y vaciar la basura por la noche",0.9896797,0.9375
"Experiencia funesta si vienes de la T 1 y tienes vuelo en la T 4 tienes que salir fuera.Nadie te informa y debes pasar seguridad de nuevo. Le pongo una estrella porque no hay 0","Experiencia funesta si vienes de la T 1 y tienes vuelo nuevo en la T 4 tienes que salir fuera.Nadie te informa y debes pasar seguridad de nuevo. t Le pongo una estrella hay porque no hay 0",0.9782272,1.0
"Es un aeropuerto demasiado grande , que puedes tardar más de 30 minutos caminado hasta tu puerta de embarque ( hay señalización de los minutos que te hacen falta jajaja), es lo que más me llamo la atención porque terminas agotado antes de viajar… Pero bueno lo demás muy bien!!!","Es un aeropuerto demasiado grande , que puedes es tardar más de fallo 30 minutos caminado hay hasta tu puerta de embarque ( hay señalización de los minutos que te hacen falta jajaja), es lo que más me llamo la atención aeropuerto porque terminas agotado antes de viajar… seguro Pero bueno lo demás muy bien!!!",0.9401703,0.9285714285714286
"Buen sitio para hacer espera en tus escalas con múltiples tiendas para comprar lo que gustes y hacer de tu estadía en el sitio más agradable, tomando en cuenta el flujo de personas que tiene todo están bike distribuido para que sea cómoda y bueno el momento.","Buen buen sitio para hacer espera en tus escalas con múltiples tiendas gustes para comprar lo que gustes y hacer de tu estadía en el sitio más agradable, carrera tomando en cuenta el flujo de personas adquirir que tiene todo están bike distribuido para que sea cómoda y bueno el momento.",0.9799659,0.9230769230769231
"El control de seguridad de entrada a la terminal T2 se convierte en una auténtica gymkana si viajas sola con un bebé. Hay que sacar al bebé (esté dormido o despierto) de la mochila de porteo o del carro, plegar el carro, subirlo a la cinta…","El control de seguridad de entrada a la terminal T2 se convierte en una auténtica gymkana si viajas sola con un bebé. Hay bebe despierto que sacar al bebé (esté último coche dormido o despierto) de la mochila de porteo o del carro, plegar el carro, subirlo a la cinta…",0.9908124,0.92
"Buenos paneles informativos, parking de pago exterior, señalización adecuada, pero se concentra mucha gente en los puntos de facturación y se echa de menos recogida de mesas en zonas de restauración, pocos asientos disponibles. En general bien.","Buenos paneles informativos, parking idóneo de pago exterior, restauracion señalización adecuada, pero se concentra abono mucha gente en los puntos de facturación y se echa de menos recogida de mesas en zonas de restauración, pocos asientos disponibles. En general bien.",0.98214895,0.92
"Excelente. Un aeropuerto de lujo. Realmente muy moderno, funcional y cómodo para trasladarse a las diferentes terminales","Excelente. riqueza Un aeropuerto de lujo. Realmente muy moderno, funcional y cómodo para trasladarse a las diferentes terminales",0.9786277,0.9166666666666666
"Aeropuerto muy grande la mayor parte muy moderno en especial las terminales más nuevas como la T4 y T4 Satélite pero bastante difícil para el turista, no hay información de nada, como ir de un sitio a otro, no hay señalización para llegar de los tantos parkings q hay hasta las muchas estaciones, así como tampoco hay nadie casi nunca q te explique donde coger un bus o cual coger o como tomar el metro o el tren o cual coger en su caso y donde está Y eso en el caso de uno, q vive aquí y habla el mismo idioma, no me quiero ni imaginar el suplicio q tendrán q pasar los turistas q vienen de todas partes del mundo y nunca hayan llegado a este aeropuerto al no poderse ni comunicar ni encontrar nadie q te explique nada, sobre todo si te toca llegar en horas de la noche q hay menos trabajadores todavía",no "Aeropuerto muy grande horas la mayor parte muy moderno en especial las terminales más nuevas como la T4 moderno y T4 considerablemente Satélite pero estaciones bastante difícil para el turista, no hay información de nada, como ir de tendran un sitio a otro, no hay señalización para llegar de los tantos q parkings q hay hasta las muchas estaciones, así como tampoco creer hay nadie casi tampoco nunca q te explique donde otro coger un bus o cual coger o como tomar el metro o el tren o cual coger en su caso y donde está Y eso en el caso de uno, q vive aquí y habla el mismo idioma, no me no quiero ni imaginar el suplicio q embarrado tendrán q pasar los turistas q vienen de todas partes del mundo y nunca hayan llegado a este aeropuerto al no poderse ni comunicar aluminio ni encontrar nadie q aqui recrudecerse te explique nada, sobre todo si te toca llegar en horas de la noche q hay menos trabajadores todavía",0.9638845,0.9295774647887324
"Yo todo buena Experienza però camine mucho de extremo a extremo però mucha gente pedia informacion y en mi vuelo no llegaron algunos","Yo todo buena personas Experienza però camine mucho de extremo a extremo però mucha gente llegaron pedia informacion y en mi vuelo no llegaron algunos",0.96252733,0.9285714285714286
"Tardan en la entrega de las maletas y los baños no muy limpios pero la gente es amable y no se hacen colas","Tardan en la entrega de las maletas y colas no los baños no muy limpios pero la gente es amable y no se hacen colas",0.9898866,1.0
"Mi padre tenía que viajar el 15 de agosto a Londres;  llamamos como se debía para averiguar qué requisitos se necesitaban para no correr ningún tipo de sustos a la hora de embarcar, llegando al aeropuerto a la hora de facturar nos salen como que necesita un test de PCR y aparte tiene que llenar una ficha en inglés e interminable. No me parece en ninguno de los casos que carezcan de información nisiquiera por teléfono para los viajeros los cuales se tienen que quedar solos desde las puertas del aeropuerto y luego dentro buscarse la vida con todas las pocas indicaciones que se dan ahora con esta pandemia.","Mi padre tenía que viajar el 15 de agosto a Londres; llamamos como se debía tiene para averiguar semental qué requisitos se necesitaban para no correr ningún a un lado tipo nisiquiera de sustos a la hora de embarcar, llegando al aeropuerto a la hora de facturar nos salen como que necesita un test de PCR y aparte tiene que llenar una ficha en inglés e interminable. No me parece en prueba ninguno de ingles los casos que ficha carezcan ningun de información nisiquiera por teléfono para los viajeros los cuales se tienen que quedar solos desde las puertas del aeropuerto y luego dentro buscarse la vida con todas dan las pocas indicaciones informacion que se dan ahora con esta pandemia.",0.9726,0.9454545454545454
"Ha comprado una ensaimada y no pone que empresa la hace, ni que composición tiene y me han cobrado 19'70€,me da miedo comermela","Ha comprado una ensaimada y no pone que empresa la hace, ni que composición tiene y comermela me han espanto cobrado 19'70€,me da miedo comermela",0.98293173,0.9375
"Es un aeropuerto muy cómodo y completo, con sitios para descansar y desayunar en cualquier punto donde te encuentres.","Es un aeropuerto muy cómodo y completo, con sitios para descansar y desayunar desayunar en cualquier punto donde te encuentres.",0.9897331,1.0
"Está pensado para los pasajeros pero no para los empleados de otras compañías,en las pistas faltan fuentes","Está pensado para los pasajeros pero no para los empleados de otras compañías,en las pistas faltan pensado fuentes",0.98878396,1.0
"Super grande, FABULOSO y limpio, con todos los servicios para viajeros, tiendas y comederos,dutty free shop, me encantó BARAJAS","Super grande, FABULOSO y limpio, con todos los servicios para viajeros, tiendas y barajas comederos,dutty free shop, me encantó BARAJAS",0.9958298,1.0
"No está muy bien indicado y si vas a coger un vuelo hay que ir con horas d adelanto porque para encontrar donde sale el vuelo,tela","No está muy bien indicado y si vas a coger un vuelo hay que ir con horas d adelanto porque para sale encontrar donde vuelotela sale el vuelo,tela",0.9817332,1.0
"Excelentes facilidades, solo la T2 deben mejorar sus servicios y su confort. Aspecto de aeropuerto viejo.","Excelentes facilidades, solo la T2 solitario deben mejorar sus servicios y su confort. Aspecto de aeropuerto viejo.",0.9853653,0.9166666666666666
"Los precios de la comida son caros, como en todos los aeropuertos. Por lo demás todo bien.","Los precios de la comida son caros, como en todos los caros aeropuertos. Por lo demás todo bien.",0.9936489,1.0
"T1 t2 t3. Las 3 terminales de toda la vida de Madrid","T1 t2 t2 t3. Las 3 terminales de toda la vida de Madrid",0.9951656,1.0
"Estamos en la T2 salidas en la zona E 72 hasta la E78 todos los asientos de las puertas de embarques están sucios, tanto!que parece que se han suciado adrede, como si alguien quisiera boicotear","Estamos sucios en la T2 salidas en la zona E parece 72 hasta la E78 todos los asientos de las puertas tantoque de embarques están sucios, tanto!que parece que se han suciado adrede, como si alguien quisiera boicotear",0.9853041,1.0
"Navegación intuitiva para el movimiento dentro y entre terminales. Intuitive navigation for movement inside and between terminals.","Navegación intuitiva para el movimiento dentro y entre terminales. Intuitive navigation for movement inside terminals and between terminals.",0.99649525,1.0
"Tetminales con salidas locales un poco descuidadas","Tetminales con salidas locales ligeramente un poco descuidadas",0.9866716,0.8333333333333334
"Utilizado para hacer escala con la compañía AirEuropa, la segunda en España, puedo decir que el aeropuerto con las distintas terminales es realmente inmenso y es fácil perderse o ir en direcciones equivocadas. Sin embargo, el personal de información es educado y servicial. El aeropuerto, aunque un poco anticuado, está limpio, especialmente en los baños.","Utilizado para hacer escala con preciso atento la compañía AirEuropa, escapar la segunda en España, puedo decir que el aeropuerto con las distintas terminales es realmente anticuado inmenso y es puedo fácil perderse o ir en direcciones equivocadas. Sin embargo, el personal de información es educado y servicial. El aeropuerto, aunque un poco anticuado, está limpio, especialmente en los baños.",0.9674202,0.90625
"Los alimentos y bebidas son demasiado caros, más que en otros aeropuertos. Si llegas temprano al aeropuerto no hay una zona comercial adecuada donde pasar un rato.","Los alimentos alimentos y bebidas son demasiado caros, más que en otros aeropuertos. Si llegas temprano al aeropuerto no hay una zona comercial adecuada donde pasar canción un rato.",0.9780367,0.9473684210526315
"Muy mal aeropuerto... Si llegas temprano, no tienes suerte, todo lo bueno es después del check-in, pero si tienes que esperar a la recogida de equipaje, pasarás la mayor parte del tiempo en tierra. Sin posibilidad de sentarse en los banquillos. Además, sin enchufes para cargar el móvil. Deberían aprender en Santiago de Compostela cómo mirar en el aeropuerto.","Muy mal aeropuerto... Si llegas temprano, no tienes suerte, todo lo prever bueno es después del check-in, pero si tienes que esperar a la tiempo recogida de equipaje, pasarás la mayor parte del tiempo en tierra. Sin cosecha posibilidad de sentarse en los banquillos. Además, sin enchufes para cargar el móvil. Deberían aprender en Santiago de Compostela instruirse cómo trozo mirar en el aeropuerto.",0.9875641,0.8947368421052632
"Es excelente que casi no haya colas, está bien organizado, con enchufes para teléfonos y ordenadores, así como numerosos y limpios baños. Lamentablemente, no podemos aceptar el hecho de que en 2022 ni siquiera haya una zona para fumadores en la Terminal 1. Absurdo sobre todo teniendo en cuenta los retrasos de las aerolíneas y estamos hablando de una necesidad. Incluso en los aeropuertos de las ciudades pequeñas hay zonas para fumadores... e incluso fuera del aeropuerto han puesto carteles y escritos donde se permite fumar (cuando se está al aire libre y al aire libre). Escandaloso.","Es excelente que casi no haya colas, está bien organizado, con enchufes para teléfonos y ordenadores, así como numerosos y limpios baños. Lamentablemente, no podemos aceptar el aerolineas hecho de que en 2022 ni siquiera haya una zona para fumadores ridículo en la Terminal 1. Absurdo sobre todo teniendo en cuenta los retrasos de las numerosos aerolíneas y estamos hablando de una fumar necesidad. Incluso en los aeropuertos de telefonos las ciudades pequeñas hay zonas para fumadores... e incluso fuera del aeropuerto han puesto carteles y escritos donde se permite fumar (cuando permite se todo está al aire extraordinario libre y al aire libre). fumadores Escandaloso.",0.9657866,0.9636363636363636
"Necesita ampliación pero al menos funciona por el momento. Personal servicial que habla inglés. Se han realizado algunas mejoras interiores para brindar una mejor experiencia en este aeropuerto. El estacionamiento está un poco lejos del aeropuerto, lo que puede resultar frustrante.","Necesita ampliación pero al menos funciona por el momento. Personal servicial que realizado habla inglés. Se han interiores realizado algunas mejoras interiores para brindar una mejor experiencia tiempo en este aeropuerto. El estacionamiento está un poco lejos del aeropuerto, lo que puede resultar frustrante." ligeramente,0.9561019,0.9259259259259259
"#MadridAeropuerto #Barajas #España Terminal enorme. Líneas bien gestionadas, aunque recomiendo venir lo antes posible, ya que los pasillos son grandes y, tal vez, tu puerta de embarque no esté cerca de los controles. Una vez dentro, muchos restaurantes y tiendas (falta de baños de señoras).","#MadridAeropuerto #Barajas #España Terminal enorme. Líneas bien gestionadas, aunque aún recomiendo venir lo antes posible, ya que los pasillos son grandes y, tal vez, tu puerta de embarque no esté cerca de los espana senoras controles. Una todavía vez dentro, muchos restaurantes y tiendas (falta de baños de señoras).",0.9907403,0.9354838709677419
"Un desastre de Aeropuerto. Grande, desorganizado, mal indicado, grandes distancias entre terminales sin otra opción de andar.","Un desastre de Aeropuerto. desordenado Grande, desorganizado, mal indicado, grandes distancias entre terminales sin otra opción de andar.",0.98744214,0.9230769230769231
"El aeropuerto está bien señalizado, tiene baños muy limpios, es espacioso y tiene sillas cómodas. El metro está conectado con el aeropuerto, es muy sencillo desplazarse con este transporte ya que compras el pase dentro del propio aeropuerto.","El aeropuerto está bien señalizado, tiene baños muy limpios, es espacioso y tiene sillas cómodas. peor El metro está conectado con el aeropuerto, anexo es muy sencillo desplazarse con este sillas transporte ya que compras el pase dentro del propio aeropuerto.",0.99306524,0.9166666666666666
"Enorme aeropuerto, equipado con escaleras mecánicas para que puedas moverte, no te puedes perder debido a todas las señales y está altamente patrullado por la policía.","Enorme aeropuerto, equipado con escaleras mecánicas para que puedas moverte, no te senales escaleras puedes perder debido a todas las señales y está altamente patrullado por la policía.",0.98953474,1.0
"Aeropuerto muy, muy grande, no siempre hay suficientes direcciones. Por lo demás muy bien organizado.","Aeropuerto muy, muy grande, no siempre hay suficientes sustancialmente direcciones. Por lo demás muy bien organizado.",0.9905296,0.9166666666666666
"Todo está bastante bien organizado y es fácil de seguir. Muchas tiendas y restaurantes disponibles. Las terminales son enormes por lo que tendrás que caminar bastante. El transporte público dentro y fuera del centro de la ciudad en metro también es muy fácil desde estas terminales.","Todo está bastante bien organizado y transporte es fácil de seguir. Muchas tiendas y restaurantes disponibles. bastante Las terminales son terminales enormes por lo que tendrás que caminar bastante. El transporte público dentro y fuera del centro de la ciudad en metro tren subterráneo también es muy fácil desde estas terminales.",0.966755,0.9259259259259259
"No se puede usar el salón, ya que solo está disponible a través de la puerta B de Non Shengen. De lo contrario, no hay asientos disponibles, restaurantes y cafeterías pobres y muy concurridos. Simplemente vaya exactamente antes de que cierre el check-in para no tener que esperar interminablemente.","No se puede usar el salón, ya que solo está disponible a final través de la puerta B de Non Shengen. De lo contrario, no hay asientos disponibles, restaurantes y cafeterías solitario pobres y muy concurridos. Simplemente vaya exactamente antes checkin de que cierre el check-in para no tener que considerablemente esperar interminablemente.",0.99089897,0.9090909090909091
"Uno de los peores aeropuertos en los que he estado. En construcción, por lo tanto, el espacio es muy limitado para caminar con un carrito. arriba hay mucha gente. Si no puedes caminar largas distancias, tendrás que evitar el intercambio de vuelos en este aeropuerto. además de largas colas en cada baño. La gente en el control de seguridad ni siquiera hablaba inglés. ¡Lo evitaré en el futuro!","Uno de los peores aeropuertos en los que he estado. En construcción, por lo largas tanto, el espacio es muy limitado para caminar sustancialmente con un carrito. arriba arriba hay mucha gente. Si no puedes caminar largas distancias, tendrás que evitar el intercambio de vuelos hay en este aeropuerto. además de largas colas en cada es firmeza baño. La gente en el control de seguridad ni siquiera hablaba inglés. ¡Lo evitaré en el futuro!",0.9712742,0.9473684210526315
" No me gusta este aeropuerto, definitivamente los peores aeropuertos en los que he estado: - Se tarda muchísimo en llegar al Metro y las indicaciones no son claras - Las bandejas de seguridad son súper pequeñas, por lo que necesitas unas 4 para una bolsa normal. - Y una vez tuve que entrar por una puerta de 'única salida' para reclamar mi equipaje porque de alguna manera casi termino fuera del aeropuerto pasando el reclamo de equipaje por tomar un camino aparentemente equivocado. - Además, en tu tarjeta de metro hay una 'Tasa de Aeropuerto' que eleva su precio de 1,8 euros a 7 euros. Ridículo.. No importa, aparentemente volar es para las riquezas... "," No me gusta este aeropuerto, definitivamente los peores aeropuertos en los equivocado que he estado: - tren subterráneo Se tarda muchísimo en llegar al Metro y las indicaciones no son claras - Las bandejas de ridiculo seguridad son súper pequeñas, por lo que necesitas unas 4 para es una bolsa normal. - Y una vez tuve que entrar maleta claras por modo una puerta de 'única salida' para reclamar mi equipaje porque de alguna manera casi termino fuera del ingerir aeropuerto pasando el reclamo de equipaje por consumir tomar un camino aparentemente equivocado. - Además, en tu tarjeta de metro hay una 'Tasa de Aeropuerto' que eleva su precio de 1,8 euros a 7 euros. Ridículo.. No importa, aparentemente pequenas pequenas volar es para las riquezas... ",0.96949434,0.9047619047619048
"En general todo muy bien, pero las tiendas duty free solo abren a las 8:30 y nosotros salimos a las 7:30 y no pudimos utilizarlas.","En general bien todo muy bien, pero las tiendas duty completo free solo abren a las 8:30 y nosotros salimos a las 7:30 y no pudimos utilizarlas.",0.9824809,0.9375
"Zona muy extensa. Si no sabes el número de la puerta, es una lástima. Esto es lo primero que debes saber aquí porque es posible que tengas que caminar de punta a punta durante más de 30 minutos. Los establecimientos de comida están bien, pero todo es agobiante. Cuando hay cola en la puerta, bloquea el paso.","Zona muy extensa. Si no tengas sabes el número de la puerta, es una lástima. Esto es lo primero que debes saber aquí porque es posible que tengas que caminar de punta bloquea a punta durante más establecimientos de 30 minutos. Los conocimiento establecimientos de comida están bien, pero todo es agobiante. Cuando hay bloquea cola en la puerta, bloquea el paso.",0.9690919,0.9666666666666667
"Cada máquina expendedora de billetes tiene un miembro del personal que comprará el billete por usted. Ahora no hay billetes de papel. Todas las tarjetas son de plástico. Desde el aeropuerto hasta Sol, la tarifa de la tarjeta es de 2,5 euros, la tarifa es de 3 euros y la tarifa del aeropuerto es de 2,5 euros. Los cargos de la tarjeta no serán reembolsados. Tenga en cuenta que no hay ningún cargo por tarjeta para el billete de 10 veces.","Cada ningun máquina expendedora de billetes tiene un miembro del no personal que comprará el billete por usted. Ahora no hay billetes de papel. Todas las tarjetas son de plástico. Desde el aeropuerto hasta veces Sol, la tarifa de la tarjeta es de 2,5 euros, la tarifa es de 3 euros es y la tarifa del aeropuerto es de 2,5 euros. Los cargos de la tarjeta no serán reembolsados. Tenga en cuenta que no hay es ningún cargo por tarjeta es para el billete de 10 tarifa pasaje veces.",0.97282964,0.9714285714285714
"¿De qué sirve todo el control de equipaje y seguridad si la señora que está allí ni siquiera mira la pantalla, sino que habla con un colega mientras mi enorme mochila con todo tipo de aparatos electrónicos y cables pasa?","¿De qué lenguaje sirve todo el control de equipaje y siquiera seguridad si compañero la señora que está allí todo ni siquiera mira la pantalla, sino que habla con un colega mientras mi enorme mochila con todo tipo de aparatos electrónicos y cables pasa?",0.97126937,0.9047619047619048
"Si tienes algo de tiempo libre antes del vuelo, no salgas aquí, que es más caro que un billete de metro normal. En su lugar, toma la línea verde hasta la estación de metro Alameda de Osuna y camina unos 20 minutos para llegar al aeropuerto. Ya he hecho eso.","Si tienes algo antes de acción tiempo libre antes del vuelo, no salgas minutos aquí, que es más caro que un billete de metro normal. En su lugar, toma la línea verde hasta la estación de rambla metro Alameda de Osuna y camina unos 20 minutos para acto llegar al aeropuerto. Ya he hecho eso.",0.98460823,0.9117647058823529
"Es inmenso y lleno de tiendas. También puedo decir que es más barato que nuestro aeropuerto de Malpensa, ¡a pesar de la crisis de los últimos dos años los precios son mejores que los nuestros!","Es inmenso y lleno de tiendas. También anos puedo decir comunicar que es más barato que nuestro aeropuerto de Malpensa, ¡a pesar de la crisis de los últimos dos años los precios son pesar mejores que los nuestros!",0.98182976,0.9473684210526315
"Hermoso aeropuerto",bello "Hermoso aeropuerto",0.94776976,0.6666666666666666
"No hay muchas tiendas ni buenos restaurantes.","No hay muchas tiendas hay ni buenos restaurantes.",0.9929161,1.0
"Aeropuerto bastante grande, un pequeño duty free pero hay algunas ofertas interesantes allí. Un punto positivo de todos modos, un metro directo con la ciudad.","Aeropuerto bastante grande, un pequeño duty free pero hay algunas ofertas interesantes allí. Un punto interesantes positivo de directamente todos modos, un metro directo con la ciudad.",0.9962868,0.9411764705882353
"El aeropuerto de Madrid es muy grande y disperso, quizás faltan señales específicas para las puertas","El aeropuerto de Madrid es muy grande y disperso, quizás faltan señales senales específicas para las puertas",0.99267995,1.0
"La terminal T2 se ve muy pobre con baldosas rotas en el suelo. El duty free es demasiado caro, algunas posiciones cuestan un 30% más que en una tienda normal en Alemania.","La terminal T2 se ve muy pobre con baldosas rotas piso en el suelo. El duty free es demasiado caro, algunas posiciones cuestan un 30% más que en una tienda habitual normal en alemania Alemania.",0.979553,0.9047619047619048
"No hay áreas para fumadores en ningún lugar más allá de la seguridad.","No hay áreas para fumadores en ningún lugar más fumadores allá de la seguridad.",0.9885093,1.0
"Llévame a la luna","Llévame a la luna" llevame,0.98165065,1.0
"Chiquito pero muy bien organizado. Eso sí, te revisan hasta el alma, te hacen casi desnudarte para pasar por el escaner. Te hacen sacar el neceser de la maleta, tablet, portátil, tienes que quitarte el cinturón, los zapatos, la pulseras, anillos, reloj... vamos, que te quedas con la ropa justa. Así que, recomiendo ir con lo justo y necesario y si es posible, menos.",eso "Chiquito pero muy bien organizado. Eso sí, te revisan hasta el alma, te hacen casi desnudarte atavío necesario para pasar por el escaner. Te hacen vestimenta sacar el neceser de la maleta, tablet, portátil, considerablemente tienes que quitarte el cinturón, los zapatos, la pulseras, anillos, quedas reloj... vamos, que te quedas con la ropa justa. Así que, recomiendo ir con lo justo y necesario y si es posible, menos.",0.9676361,0.9230769230769231
"El aeropuerto de Madrid tiene un problema grande con los tiempos de entrega de equipaje en la T4. Y lo mismo se puede decir cuando te toca desplazarte a la T4 Satélite. Deberían buscar una solución. Gracias","El aeropuerto de Madrid tiene un puede problema grande con los tiempos de entrega de equipaje en la T4. Y lo mismo dificultad se puede decir cuando te toca desplazarte a la T4 Satélite. Deberían tiempos buscar una solución. Gracias",0.9891315,0.95
"Son varias las veces que he estado en el aeropuerto y no puedo poner ninguna queja. Las instalaciones limpias y con buena temperatura incluso en verano. El personal muy agradable y atento a cualquier preocupación que tengas. El propio aeropuerto tiene parking donde dejar el coche. Una cosa importante, las dimensiones del aeropuerto son muy grandes por lo que perderse o no orientarse está a la orden del día. No olviden que llegar con la hora justa no es nada positivo por los posibles contratiempos que puedan surgir en el proceso de abordaje.","Son varias las veces que he estado en el aeropuerto y no puedo poner ninguna queja. Las instalaciones limpias y minuto con buena temperatura incluso en verano. El canción personal muy agradable y atento a cualquier preocupación que tengas. El propio aeropuerto tiene del parking donde dejar el coche. Una parking cosa importante, las dimensiones del aeropuerto denuncia son muy grandes por olviden lo que perderse o no orientarse está a la orden del del día. No olviden que llegar con la hora justa no es verano nada positivo por los limpias posibles contratiempos que puedan surgir en el proceso de abordaje.",0.9454855,0.9411764705882353
"Aunque no vayas a viajar te puedes dar un paseo y recrearse con su singular y especial arquitectura. Eso sí evita comer, todo CARÍSIMO, se puede llegar en bus, metro y Renfe","Aunque no vayas a viajar te puedes tren subterráneo dar un paseo no y recrearse con su singular y especial arquitectura. Eso sí evita comer, todo CARÍSIMO, se puede llegar en moverse bus, metro y Renfe",0.9552168,0.8695652173913043
