csvSource,review,label
Aeropuerto T1-T2-T3.csv,"Aeropuerto muy grande la mayor parte muy moderno en especial las terminales más nuevas como la T4 y T4 Satélite pero bastante difícil para el turista, no hay información de nada, como ir de un sitio a otro, no hay señalización para llegar de los tantos parkings q hay hasta las muchas estaciones, así como tampoco hay nadie casi nunca q te explique donde coger un bus o cual coger o como tomar el metro o el tren o cual coger en su caso y donde está Y eso en el caso de uno, q vive aquí y habla el mismo idioma, no me quiero ni imaginar el suplicio q tendrán q pasar los turistas q vienen de todas partes del mundo y nunca hayan llegado a este aeropuerto al no poderse ni comunicar ni encontrar nadie q te explique nada, sobre todo si te toca llegar en horas de la noche q hay menos trabajadores todavía",n
Aeropuerto T1-T2-T3.csv,"Pues muy mal a ver si arreglan de una vez por todas los tejados y que abran la cafetería nos tienen  abandonados",v
Aeropuerto T1-T2-T3.csv,"Algo antiguo. Me ha costado encontrar los paneles de información. Y apenas servicios donde comprar o tomar algo.",v
Aeropuerto T1-T2-T3.csv,"Yo todo buena Experienza però camine mucho de extremo a extremo però mucha gente pedia informacion y en mi vuelo no llegaron algunos",n
Aeropuerto T1-T2-T3.csv,"Tardan en la entrega de las maletas y los baños no muy limpios pero la gente es amable y no se hacen colas",n
Aeropuerto T1-T2-T3.csv,"Mi padre tenía que viajar el 15 de agosto a Londres;  llamamos como se debía para averiguar qué requisitos se necesitaban para no correr ningún tipo de sustos a la hora de embarcar, llegando al aeropuerto a la hora de facturar nos salen como que necesita un test de PCR y aparte tiene que llenar una ficha en inglés e interminable. No me parece en ninguno de los casos que carezcan de información nisiquiera por teléfono para los viajeros los cuales se tienen que quedar solos desde las puertas del aeropuerto y luego dentro buscarse la vida con todas las pocas indicaciones que se dan ahora con esta pandemia.",n
Aeropuerto T1-T2-T3.csv,"Ha comprado una ensaimada y no pone que empresa la hace, ni que composición tiene y me han cobrado 19'70€,me da miedo comermela",n
Aeropuerto T1-T2-T3.csv,"Es un aeropuerto muy cómodo y completo, con sitios para descansar y desayunar en cualquier punto donde te encuentres.",n
Aeropuerto T1-T2-T3.csv,"Está pensado para los pasajeros pero no para los empleados de otras compañías,en las pistas faltan fuentes",n
Aeropuerto T1-T2-T3.csv,"Super grande, FABULOSO y limpio, con todos los servicios para viajeros, tiendas y comederos,dutty free shop, me encantó BARAJAS",n
Aeropuerto T1-T2-T3.csv,"Muy limpio y amplió, bien señalizado",v
Aeropuerto T1-T2-T3.csv,"No está muy bien indicado y si vas a coger un vuelo hay que ir con horas d adelanto porque para encontrar donde sale el vuelo,tela",n
Aeropuerto T1-T2-T3.csv,"Excelentes facilidades, solo la T2 deben mejorar sus servicios y su confort. Aspecto de aeropuerto viejo.",n
Aeropuerto T1-T2-T3.csv,"Los precios de la comida son caros, como en todos los aeropuertos. Por lo demás todo bien.",n
Aeropuerto T1-T2-T3.csv,"T1 t2 t3. Las 3 terminales de toda la vida de Madrid",n
Aeropuerto T1-T2-T3.csv,"Estamos en la T2 salidas en la zona E 72 hasta la E78 todos los asientos de las puertas de embarques están sucios, tanto!que parece que se han suciado adrede, como si alguien quisiera boicotear",n
Aeropuerto T1-T2-T3.csv,"Navegación intuitiva para el movimiento dentro y entre terminales. Intuitive navigation for movement inside and between terminals.",n
Aeropuerto T1-T2-T3.csv,"Tetminales con salidas locales un poco descuidadas",n
Aeropuerto T1-T2-T3.csv,"Utilizado para hacer escala con la compañía AirEuropa, la segunda en España, puedo decir que el aeropuerto con las distintas terminales es realmente inmenso y es fácil perderse o ir en direcciones equivocadas. Sin embargo, el personal de información es educado y servicial. El aeropuerto, aunque un poco anticuado, está limpio, especialmente en los baños.",n
Aeropuerto T1-T2-T3.csv,"Los alimentos y bebidas son demasiado caros, más que en otros aeropuertos. Si llegas temprano al aeropuerto no hay una zona comercial adecuada donde pasar un rato.",n
Aeropuerto T1-T2-T3.csv,"Muy mal aeropuerto... Si llegas temprano, no tienes suerte, todo lo bueno es después del check-in, pero si tienes que esperar a la recogida de equipaje, pasarás la mayor parte del tiempo en tierra. Sin posibilidad de sentarse en los banquillos. Además, sin enchufes para cargar el móvil. Deberían aprender en Santiago de Compostela cómo mirar en el aeropuerto.",n
Aeropuerto T1-T2-T3.csv,"Es excelente que casi no haya colas, está bien organizado, con enchufes para teléfonos y ordenadores, así como numerosos y limpios baños. Lamentablemente, no podemos aceptar el hecho de que en 2022 ni siquiera haya una zona para fumadores en la Terminal 1. Absurdo sobre todo teniendo en cuenta los retrasos de las aerolíneas y estamos hablando de una necesidad. Incluso en los aeropuertos de las ciudades pequeñas hay zonas para fumadores... e incluso fuera del aeropuerto han puesto carteles y escritos donde se permite fumar (cuando se está al aire libre y al aire libre). Escandaloso.",n
Aeropuerto T1-T2-T3.csv,"Necesita ampliación pero al menos funciona por el momento. Personal servicial que habla inglés. Se han realizado algunas mejoras interiores para brindar una mejor experiencia en este aeropuerto. El estacionamiento está un poco lejos del aeropuerto, lo que puede resultar frustrante.",n
Aeropuerto T1-T2-T3.csv,"#MadridAeropuerto #Barajas #España Terminal enorme. Líneas bien gestionadas, aunque recomiendo venir lo antes posible, ya que los pasillos son grandes y, tal vez, tu puerta de embarque no esté cerca de los controles. Una vez dentro, muchos restaurantes y tiendas (falta de baños de señoras).",n
Aeropuerto T1-T2-T3.csv,"Un desastre de Aeropuerto. Grande, desorganizado, mal indicado, grandes distancias entre terminales sin otra opción de andar.",n
Aeropuerto T1-T2-T3.csv,"El aeropuerto está bien señalizado, tiene baños muy limpios, es espacioso y tiene sillas cómodas. El metro está conectado con el aeropuerto, es muy sencillo desplazarse con este transporte ya que compras el pase dentro del propio aeropuerto.",n
Aeropuerto T1-T2-T3.csv,"Enorme aeropuerto, equipado con escaleras mecánicas para que puedas moverte, no te puedes perder debido a todas las señales y está altamente patrullado por la policía.",n
Aeropuerto T1-T2-T3.csv,"Aeropuerto muy, muy grande, no siempre hay suficientes direcciones. Por lo demás muy bien organizado.",n
Aeropuerto T1-T2-T3.csv,"Todo está bastante bien organizado y es fácil de seguir. Muchas tiendas y restaurantes disponibles. Las terminales son enormes por lo que tendrás que caminar bastante. El transporte público dentro y fuera del centro de la ciudad en metro también es muy fácil desde estas terminales.",n
Aeropuerto T1-T2-T3.csv,"Servicio rápido y eficiente, pero es una mala idea tener que pagar un suplemento de 3 € además del billete para llegar a las T1, 2, 3 y 4. Muy mala decisión codiciosa.",v
Aeropuerto T1-T2-T3.csv,"No se puede usar el salón, ya que solo está disponible a través de la puerta B de Non Shengen. De lo contrario, no hay asientos disponibles, restaurantes y cafeterías pobres y muy concurridos. Simplemente vaya exactamente antes de que cierre el check-in para no tener que esperar interminablemente.",n
Aeropuerto T1-T2-T3.csv,"Uno de los peores aeropuertos en los que he estado. En construcción, por lo tanto, el espacio es muy limitado para caminar con un carrito. arriba hay mucha gente. Si no puedes caminar largas distancias, tendrás que evitar el intercambio de vuelos en este aeropuerto. además de largas colas en cada baño. La gente en el control de seguridad ni siquiera hablaba inglés. ¡Lo evitaré en el futuro!",n
Aeropuerto T1-T2-T3.csv," No me gusta este aeropuerto, definitivamente los peores aeropuertos en los que he estado: - Se tarda muchísimo en llegar al Metro y las indicaciones no son claras - Las bandejas de seguridad son súper pequeñas, por lo que necesitas unas 4 para una bolsa normal. - Y una vez tuve que entrar por una puerta de 'única salida' para reclamar mi equipaje porque de alguna manera casi termino fuera del aeropuerto pasando el reclamo de equipaje por tomar un camino aparentemente equivocado. - Además, en tu tarjeta de metro hay una 'Tasa de Aeropuerto' que eleva su precio de 1,8 euros a 7 euros. Ridículo.. No importa, aparentemente volar es para las riquezas... ",n
Aeropuerto T1-T2-T3.csv,"En general todo muy bien, pero las tiendas duty free solo abren a las 8:30 y nosotros salimos a las 7:30 y no pudimos utilizarlas.",n
Aeropuerto T1-T2-T3.csv,"Zona muy extensa. Si no sabes el número de la puerta, es una lástima. Esto es lo primero que debes saber aquí porque es posible que tengas que caminar de punta a punta durante más de 30 minutos. Los establecimientos de comida están bien, pero todo es agobiante. Cuando hay cola en la puerta, bloquea el paso.",n
Aeropuerto T1-T2-T3.csv,"Cada máquina expendedora de billetes tiene un miembro del personal que comprará el billete por usted. Ahora no hay billetes de papel. Todas las tarjetas son de plástico. Desde el aeropuerto hasta Sol, la tarifa de la tarjeta es de 2,5 euros, la tarifa es de 3 euros y la tarifa del aeropuerto es de 2,5 euros. Los cargos de la tarjeta no serán reembolsados. Tenga en cuenta que no hay ningún cargo por tarjeta para el billete de 10 veces.",n
Aeropuerto T1-T2-T3.csv,"Excelente idea tener el metro yendo al aeropuerto. Más excelente aún es la idea de tener, prácticamente en cualquier momento, personal disponible para ayudar a las personas que llegan y se encuentran con la máquina expendedora de billetes que ofrece cosas diferentes a las que informan en la web del metro de Madrid (que lamentablemente no está actualizada). .",v
Aeropuerto T1-T2-T3.csv,"¿De qué sirve todo el control de equipaje y seguridad si la señora que está allí ni siquiera mira la pantalla, sino que habla con un colega mientras mi enorme mochila con todo tipo de aparatos electrónicos y cables pasa?",n
Aeropuerto T1-T2-T3.csv,"Si tienes algo de tiempo libre antes del vuelo, no salgas aquí, que es más caro que un billete de metro normal. En su lugar, toma la línea verde hasta la estación de metro Alameda de Osuna y camina unos 20 minutos para llegar al aeropuerto. Ya he hecho eso.",n
Aeropuerto T1-T2-T3.csv,"Es muy conveniente que el metro (línea rosa) vaya al aeropuerto. Sí, en muchos aeropuertos del mundo hay trenes (Aeroexpress) desde la ciudad hasta el aeropuerto, pero llegar en metro sin cambiar de tren es mucho más cómodo. El viaje en metro desde el centro de la ciudad (desde la parada Sol) hasta el aeropuerto duró aproximadamente una hora.",v
Aeropuerto T1-T2-T3.csv,"Es inmenso y lleno de tiendas. También puedo decir que es más barato que nuestro aeropuerto de Malpensa, ¡a pesar de la crisis de los últimos dos años los precios son mejores que los nuestros!",n
Aeropuerto T1-T2-T3.csv,"Limpio y ordenado. No es caótico a las 6:30 a.m. del domingo. Es necesario comprar un boleto especial de Metro ""Aeropuerto"" para entrar o salir de esta estación de Metro.",v
Aeropuerto T1-T2-T3.csv,"Bien organizado y perfectamente señalizado con las cifras de tráfico: al menos 54.000.000 de pasajeros al año. Desventajas: La T1-2-3 es muy sinuosa y, por lo tanto, los caminos y puertas realmente largos se muestran muy tarde, por lo que hay que darse prisa. Afortunadamente, los tiempos de viaje se muestran relativamente. MÁS: muchos baños limpios y muy espaciosos, conexión rápida de metro con el centro de la ciudad y controles de seguridad súper bien organizados y efectivos sin tiempos de espera... ¡eso sólo se puede soñar en los aeropuertos alemanes!",v
Aeropuerto T1-T2-T3.csv,"Hermoso aeropuerto",n
Aeropuerto T1-T2-T3.csv,"No hay muchas tiendas ni buenos restaurantes.",n
Aeropuerto T1-T2-T3.csv,"Aeropuerto bastante grande, un pequeño duty free pero hay algunas ofertas interesantes allí. Un punto positivo de todos modos, un metro directo con la ciudad.",n
Aeropuerto T1-T2-T3.csv,"El aeropuerto de Madrid es muy grande y disperso, quizás faltan señales específicas para las puertas",n
Aeropuerto T1-T2-T3.csv,"La terminal T2 se ve muy pobre con baldosas rotas en el suelo. El duty free es demasiado caro, algunas posiciones cuestan un 30% más que en una tienda normal en Alemania.",n
Aeropuerto T1-T2-T3.csv,"No hay áreas para fumadores en ningún lugar más allá de la seguridad.",n
Aeropuerto T1-T2-T3.csv,"Muy complejo. No muy bien señalizado.  nos perderíamos",v
Aeropuerto T1-T2-T3.csv,"Muy agradable, rápido, amigable para los niños, cooperativo con las familias.",v
Aeropuerto T1-T2-T3.csv,"Llévame a la luna",n
Aeropuerto T1-T2-T3.csv,"¡Excelente!",v
Aereopuerto T4.csv,"Chiquito pero muy bien organizado. Eso sí, te revisan hasta el alma, te hacen casi desnudarte para pasar por el escaner. Te hacen sacar el neceser de la maleta, tablet, portátil, tienes que quitarte el cinturón, los zapatos, la pulseras, anillos, reloj... vamos, que te quedas con la ropa justa. Así que, recomiendo ir con lo justo y necesario y si es posible, menos.",n
Aereopuerto T4.csv,"El aeropuerto de Madrid tiene un problema grande con los tiempos de entrega de equipaje en la T4. Y lo mismo se puede decir cuando te toca desplazarte a la T4 Satélite. Deberían buscar una solución. Gracias",n
Aereopuerto T4.csv,"Son varias las veces que he estado en el aeropuerto y no puedo poner ninguna queja. Las instalaciones limpias y con buena temperatura incluso en verano. El personal muy agradable y atento a cualquier preocupación que tengas. El propio aeropuerto tiene parking donde dejar el coche. Una cosa importante, las dimensiones del aeropuerto son muy grandes por lo que perderse o no orientarse está a la orden del día. No olviden que llegar con la hora justa no es nada positivo por los posibles contratiempos que puedan surgir en el proceso de abordaje.",n
Aereopuerto T4.csv,"He venido a esperar a alguien. He llegado en metro, excelente. He pagado 3€ para poder salir. Y no he encontrado nada para desayunar por menos de 3€. Un vaso de fruta, pequeño y de plástico de un solo uso, son 4'95€, eso sí pelada.  El personal es amable. Tendré que estar aquí dos horas, pero los asientos son cómodos y he traído lectura.",v
Aereopuerto T4.csv,"Aunque no vayas a viajar te puedes dar un paseo y recrearse con su singular y especial arquitectura. Eso sí evita comer, todo CARÍSIMO, se puede llegar en bus, metro y Renfe",n
Aereopuerto T4.csv,"Las instalaciones están muy bien adecuadas. Hay zona infantil, lo cual como madre agradezco mucho que piensen en los niños. Nos tocó dormir en el aeropuerto porque nuestro vuelo salía muy temprano, y encontramos un área donde los niños pudieron estar cómodos para dormir. Dentro del Aeropuerto hay carritos para niños lo cual hace mucho más fácil la estancia en el aeropuerto con niños.",n
Aereopuerto T4.csv,"El cercanías te deja en la puerta del aeropuerto y es más barato que el Metro",v
Aereopuerto T4.csv,"Diseño espectacular,limpio,bien comunicado y muy buena atención en general.",v
Aereopuerto T4.csv,"Una terminal es una terminal no hay mucho que decir... Excepto que hay una sala de fumadores que para algunas personas les hace más llevadero la espera.",n
Aereopuerto T4.csv,"Muy bien",v
Aereopuerto T4.csv,"El acceso por esta terminal al sistema de trenes es bastante fácil. Todos los que trabajan en el aeropuerto son muy amables. Tiene variados locales.",n
Aereopuerto T4.csv,"Por lo menos en lo que respecta al metro está todo muy correcto",v
Aereopuerto T4.csv,"Fácil usar fácil llegar!",v
Aereopuerto T4.csv,"España tiene un hermoso aeropuerto, amigable. Un excelente servicio de transporte.  Hay que tomar en cuenta que es muy grande y se debe prevenir eso. Ir a los vuelos con tiempo para evitar contratiempos. Feliz vuelo viajeros!!! Estoy a la orden si necesitan apoyo para organizar el  viaje ig @aranasmile",n
Aereopuerto T4.csv,"Al preguntar en información de renfe como puede ir a Madrid , no son precisos y apáticos. No Dan información suficiente  al final te tienes que buscar como llegar a Madrid centro",v
Aereopuerto T4.csv,"El aeropuerto peor señalizado que he visto en mi vida y con menos trabajadores a los que preguntar. Los 2 o 3 con los que nos cruzamos gritando en español (aeropuerto internacional cuidado) y contestando mal a la gente que preguntaba, evidentemente los que tuvieran algún problema de audición o simplemente fueran extranjeros no se enteran de nada. Es más, vimos como una pasajera angloparlante se iba gritando eso mismo en inglés. Menudo aeropuerto internacional en el que no son capaces de poner carteles en un par de idiomas ",n
Aereopuerto T4.csv,"Esta terminal nunca me decepciona, desde su estilo arquitectónico hasta las prestaciones y servicios que ofrece, la T4 es en definitiva uno de los lugares que más le dan prestigio al aeropuerto Adolfo Suárez Madrid Barajas. Si vienes de paso o si vas a quedarte a Madrid realmente este sitio es un muy buen punto de bienvenida! No te lo pierdas!!! ",n
Aereopuerto T4.csv,"He viajado desde Madrid a Argentina sola y el personal administrativo de Iberia me hizo pagar 350 euros de equipaje cuando no justificaba. Y al verme sola me cobraron de más, a una persona le cobraron por kilo y 85 euros.  Hice la denuncia pero no se hacen cargo. Te contestan vía web, no hay una oficina, con argumentos irrisorios. Son unos sinvergüenzas. Nunca más vuelo por esta compañía. Las azafatas del vuelvo te gritan si no quieres la comida, baños sucios y te roban con el equipaje al verte sola. Tengan cuidado. Tengo ticket de lo que pagué pero Iberia prefiere estafar a las mujeres que viajan solas y les cobra lo que no corresponde. #IberiaSinverguenzas #IberiaEstafadores Mi número de móvil es 651548383 Licenciada Laura Inés Mendivelzua Costabile",n
Aereopuerto T4.csv,"Mala atención de la Guardia Civil cuando se realiza el trámite para la devolución del tax. Te mandan de un sitio a otro y no te facilitan las cosas. Que pena! Esto también es marca España. Iberia no tiene sobres para darte! Increíble!",n
Aereopuerto T4.csv,"Como Aeropuerto Internacional tiene una infraestructura digna, pero faltan tiendas y restauración. Hecho de menos Burguer King, que ofrece oferta vegetal, ya que en McDonalds salvo un helado, poco puedo comer...",n
Aereopuerto T4.csv,"Probablemente el mejor aeropuerto de Europa. En organización, servicio, información y puntualidad. Este último parámetro últimamente es perfecto, aunque lógicamente puede verse alterado en  cualquier momento.",n
Aereopuerto T4.csv,"Muy bien todo, suele estar muy concurrido a diario pero buena atención y buenos sitios donde tapear o comer",v
Aereopuerto T4.csv,"Este es un aeropuerto bien organizado. Todo el personal de Aena trabaja duro para que siga así. Toda la información de vuelos y puertas de embarque se encuentran en los pasillos. Siempre muy limpio.",n
Aereopuerto T4.csv,"Aeropuerto muy moderno y futurista, una estructura que realza el diseño del diseño. Separada de las otras terminales T1, T2 y T3, se encuentra a pocos kilómetros de ellas y cuenta con un servicio de conexión gratuito. Está dedicado principalmente a vuelos de Iberia y compañías aéreas asociadas y se divide en tres zonas: la de los mostradores de facturación con el paso por los controles de seguridad, la del laberinto de tiendas por el que, con cierta dificultad, hay que salir para llegar a la tercera zona, donde se encuentran las distintas puertas.",n
Aereopuerto T4.csv,"Rápido y eficiente. Buena ayuda con la orientación del personal.",v
Aereopuerto T4.csv,"Se siente más caótico que la T1 y la T2. Cuando regresé esta vez, personalmente experimenté la sensación de que mi equipaje facturado no llegaba en el mismo avión. Fueron necesarios más de 3 horas para esperar, consultar y hacer cola para realizar los trámites pertinentes. Afortunadamente, el personal del aeropuerto tuvo una buena actitud.",n
Aereopuerto T4.csv,"Gran servicio e indicaciones fáciles de seguir. Sólo hay un problema: el idioma. Muchos oficiales sólo hablan español, muy poco inglés y prácticamente ningún otro idioma. Esto puede ser un problema cuando tienes clientes que no hablan español. Si solucionan esto su terminal será verdaderamente el mejor de España.",n
Aereopuerto T4.csv,"Hermoso aeropuerto / hermoso aeropuerto!",n
Aereopuerto T4.csv,"¡El aeropuerto de Madrid ha sido bien pensado! A pesar de su gigantesco tamaño, todo está pensado para que nuestro recorrido transcurra sin contratiempos, tanto a través de sus inmensas pasarelas de suelo de mármol, como de las señales de dirección y accesos directos al transporte público.  ¡¡¡Sin olvidar la limpieza del lugar!!!",n
Aereopuerto T4.csv,"Todo está bien señalizado y los transfers funcionan pero este aeropuerto (al menos el T4) no es para pasajeros que tengan una larga estancia entre vuelos. La sala VIP debe reservarse con 24 horas de antelación, Hellosky está completamente reservada y solo hay unos pocos bancos de espera muy incómodos donde, por supuesto, la gente duerme en ellos en todas partes... AbuDhabi ha solucionado esto mejor con tumbonas, etc. La Terminal 4 es enorme. No entiendo por qué no lo modernizan aquí.",n
Aereopuerto T4.csv,"Un gran aeropuerto internacional.",n
Aereopuerto T4.csv,"Aeropuerto bien organizado. Las puertas están alineadas, el aeropuerto es largo. Bonita zona comercial.",n
Aereopuerto T4.csv,"El aeropuerto de Madrid por su tamaño es uno de los más fáciles de navegar que he conocido. Sin embargo, un montón de espacio y toneladas de puntos de seguridad hacen de este un aeropuerto muy fácil de mover. No hicimos cola por más de 2 o 3 minutos en ningún momento. Si vuela desde T4S, espere hasta llegar a esa terminal (después del viaje en tren), ya que parece haber una variedad más amplia de ofertas de comida a medida que se adentra en el aeropuerto. Pasajero muy feliz.",n
Aereopuerto T4.csv,"La terminal cuatro es larga, por lo que hay que caminar un poco entre las alas, pero está bien señalizada, hay cintas transportadoras, muchos baños limpios y algunas tiendas decentes, por lo que es un buen lugar para hacer una parada.",n
Aereopuerto T4.csv,"Mosh pit de seguridad con personal sorprendentemente grosero que empeora el proceso al no participar.",n
Aereopuerto T4.csv,"Ninguna empresa de telecomunicaciones vende tarjetas Sin en el aeropuerto Deja que los revendedores los vendan en el aeropuerto. El precio es el doble del precio en tienda. 50G/50 euros",n
Aereopuerto T4.csv,"Olvídate del tren, es demasiado lento comparado con el metro. El coste es aproximadamente el mismo, pero hay menos trenes y hacen largas paradas de camino a Atocha.",v
Aereopuerto T4.csv,"Limpio y bien organizado.",v
Aereopuerto T4.csv,"Terminal enorme. Moverse es un laberinto. Preste especial atención a las señales, ya que los visitantes internacionales pueden perderse fácilmente. Está muy limpio, bien mantenido y moderno. Los trenes van y vienen entre terminales muy rápidamente. Aduanas e inmigración fueron rápidas.",n
Aereopuerto T4.csv,"La Terminal 4 (o T4) del aeropuerto de Madrid es una gigantesca superestructura diseñada para atender un gran volumen de vuelos nacionales e internacionales. Para los vuelos que llegan, creo que funciona muy bien. Sin embargo, si sale desde aquí, asegúrese de llegar al área de facturación aproximadamente 2,5 horas antes de la salida programada de su vuelo, especialmente si sale desde las puertas ""S"". ""S"" significa ""Satélite"" y hay que tomar un monorraíl desde la terminal principal hasta la terminal ""S"". El monorraíl es poco frecuente; por lo tanto, llega completamente empaquetado cuando llega. Suponiendo que te subes al primero que llega, en el otro extremo hay dos cuellos de botella: tienes que pasar por una barrera donde simplemente escaneas tu tarjeta de embarque (no está claro por qué existe esta barrera, ya que ya lo has hecho una vez). en la terminal principal) para pasar los torniquetes y luego las líneas de inmigración. Las colas de inmigración carecen de personal suficiente y son algo caóticas. He visto esto en otros aeropuertos, pero aquí está el detalle: en esos otros aeropuertos, si llegas tarde a tu vuelo, puedes saltarte la fila. Sin embargo, aquí la gente de seguridad es realmente GROSERA. Si te ven saltándote la línea, te pondrán al final (si es una persona realmente desagradable) o donde empezaste.  Incluso si otras personas en la fila simpatizaran con su situación. La gente de Madrid fue muy amable, pero para lograr un equilibrio están los guardias de seguridad en el aeropuerto.  Empiece temprano y estará bien o estará preparado para afrontar las consecuencias.",n
Aereopuerto T4.csv,"Fue maravilloso y un aeropuerto enorme con condiciones de seguridad bien organizadas.",n
Aereopuerto T4.csv,"Salí de Madrid rumbo a Roma Fiumicino el martes 19 de abril de 2022. El aeropuerto es muy grande, es por donde transitan la mayoría de vuelos que llegan y salen de Sudamérica.",n
